#Gene	pfamid	SP	TM	Start	End	Length	Strand	Contig	Source	pfam_desc	Taxonomy
demo|02615	PF01590.26;PF01590.26;PF02518.26;PF00512.25;	No	0	32095	34815	2721	-1	bin00.contig0027	Prodigal_v2.6.3	"GAF domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"Phytochrome region";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02616	PF08239.11;	YES	0	35213	36049	837	1	bin00.contig0027	Prodigal_v2.6.3	"Bacterial SH3 domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02618	PF00534.20;PF13439.6;	No	0	36046	37278	1233	-1	bin00.contig0027	Prodigal_v2.6.3	"Glycosyl transferases group 1";"Glycosyltransferase Family 4";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02619	PF09626.10;	No	1	37497	38081	585	1	bin00.contig0027	Prodigal_v2.6.3	"Dihaem cytochrome c";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02621	PF00535.26;	No	0	38310	39293	984	-1	bin00.contig0027	Prodigal_v2.6.3	"Glycosyl transferase family 2";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02622	PF00005.27;	No	3	39360	41177	1818	-1	bin00.contig0027	Prodigal_v2.6.3	"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02624	PF00685.27;PF07719.17;	No	0	41246	42868	1623	-1	bin00.contig0027	Prodigal_v2.6.3	"Sulfotransferase domain";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02625	PF13176.6;PF13176.6;	No	0	42870	44492	1623	-1	bin00.contig0027	Prodigal_v2.6.3	"Tetratricopeptide repeat";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|02626	PF00685.27;	No	0	44551	45684	1134	-1	bin00.contig0027	Prodigal_v2.6.3	"Sulfotransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02627	PF00535.26;PF00535.26;	No	0	45729	48773	3045	-1	bin00.contig0027	Prodigal_v2.6.3	"Glycosyl transferase family 2";"Glycosyltransferase like family 2";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02628	PF02086.15;	No	0	48948	49766	819	-1	bin00.contig0027	Prodigal_v2.6.3	"D12 class N6 adenine-specific DNA methyltransferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02629	PF00762.19;	No	0	50130	51293	1164	1	bin00.contig0027	Prodigal_v2.6.3	"Ferrochelatase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02631	PF03069.15;	No	0	52229	53416	1188	1	bin00.contig0027	Prodigal_v2.6.3	"Acetamidase/Formamidase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02632	PF01124.18;	No	3	53785	54186	402	-1	bin00.contig0027	Prodigal_v2.6.3	"MAPEG family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02634	PF04715.13;PF00425.18;	No	0	54227	55756	1530	-1	bin00.contig0027	Prodigal_v2.6.3	"Anthranilate synthase component I, N terminal region";"chorismate binding enzyme";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02635	PF02531.16;	No	0	55941	56369	429	-1	bin00.contig0027	Prodigal_v2.6.3	"PsaD";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02639	PF00762.19;	No	0	1563	2777	1215	1	bin00.contig0028	Prodigal_v2.6.3	"Ferrochelatase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02640	PF00561.20;	No	0	2863	3741	879	-1	bin00.contig0028	Prodigal_v2.6.3	"alpha/beta hydrolase fold";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02641	PF08844.10;	No	0	3799	4143	345	-1	bin00.contig0028	Prodigal_v2.6.3	"Domain of unknown function (DUF1815)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02642	PF10999.8;	No	1	4555	4770	216	-1	bin00.contig0028	Prodigal_v2.6.3	"Protein of unknown function (DUF2839)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02644	PF02190.16;	No	0	4816	5493	678	-1	bin00.contig0028	Prodigal_v2.6.3	"ATP-dependent protease La (LON) substrate-binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02645	PF00338.22;	No	0	5590	5907	318	-1	bin00.contig0028	Prodigal_v2.6.3	"Ribosomal protein S10p/S20e";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02646	PF00009.27;PF03144.25;PF03143.17;	No	0	6049	7278	1230	-1	bin00.contig0028	Prodigal_v2.6.3	"Elongation factor Tu GTP binding domain";"Elongation factor Tu domain 2";"Elongation factor Tu C-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02647	PF00679.24;PF14492.6;PF03764.18;PF00009.27;PF03144.25;	No	0	7303	9378	2076	-1	bin00.contig0028	Prodigal_v2.6.3	"Elongation factor G C-terminus";"Elongation Factor G, domain II";"Elongation factor G, domain IV";"Elongation factor Tu GTP binding domain";"Elongation factor Tu domain 2";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02648	PF00177.21;	No	0	9644	10114	471	-1	bin00.contig0028	Prodigal_v2.6.3	"Ribosomal protein S7p/S5e";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02649	PF00164.25;	No	0	10172	10546	375	-1	bin00.contig0028	Prodigal_v2.6.3	"Ribosomal protein S12/S23";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02650	PF01521.20;	No	0	10630	10995	366	-1	bin00.contig0028	Prodigal_v2.6.3	"Iron-sulphur cluster biosynthesis";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02651	PF18460.1;PF03574.15;	No	0	11341	12252	912	1	bin00.contig0028	Prodigal_v2.6.3	"Heterocyst differentiation regulator C-terminal Hood domain";"Peptidase family S48";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02652	PF00027.29;PF12801.7;PF12801.7;	No	9	12483	15002	2520	1	bin00.contig0028	Prodigal_v2.6.3	"Cyclic nucleotide-binding domain";"4Fe-4S binding domain";"Sigma-54 interaction domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02654	PF02800.20;PF00044.24;	No	0	15088	16098	1011	-1	bin00.contig0028	Prodigal_v2.6.3	"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain";"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02655	PF01740.21;	No	0	16509	16859	351	1	bin00.contig0028	Prodigal_v2.6.3	"STAS domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02656	PF00072.24;PF07228.12;	No	0	16877	18034	1158	-1	bin00.contig0028	Prodigal_v2.6.3	"Response regulator receiver domain";"Stage II sporulation protein E (SpoIIE)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02657	PF13581.6;	No	0	18086	18538	453	1	bin00.contig0028	Prodigal_v2.6.3	"Histidine kinase-like ATPase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02659	PF01612.20;	No	0	19209	19880	672	-1	bin00.contig0028	Prodigal_v2.6.3	"3'-5' exonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02660	PF04966.12;PF00395.20;	YES	0	20033	21664	1632	-1	bin00.contig0028	Prodigal_v2.6.3	"Carbohydrate-selective porin, OprB family";"S-layer homology domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02662	PF00557.24;	No	0	21933	22787	855	-1	bin00.contig0028	Prodigal_v2.6.3	"Metallopeptidase family M24";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02663	PF13473.6;	No	0	22904	23410	507	-1	bin00.contig0028	Prodigal_v2.6.3	"Cupredoxin-like domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02664	PF02518.26;PF00512.25;PF00072.24;	No	0	24349	25785	1437	1	bin00.contig0028	Prodigal_v2.6.3	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02665	PF00903.25;	No	0	25786	26241	456	-1	bin00.contig0028	Prodigal_v2.6.3	"Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02666	PF09654.10;	No	0	26295	27032	738	-1	bin00.contig0028	Prodigal_v2.6.3	"Protein of unknown function (DUF2396)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02667	PF00132.24;	No	0	27084	27572	489	1	bin00.contig0028	Prodigal_v2.6.3	"Bacterial transferase hexapeptide (six repeats)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02668	PF13481.6;PF00772.21;	No	0	27972	29357	1386	1	bin00.contig0028	Prodigal_v2.6.3	"AAA domain";"DnaB-like helicase N terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02669	PF05685.12;	No	0	29409	29966	558	-1	bin00.contig0028	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02670	PF00534.20;	No	0	29999	31183	1185	-1	bin00.contig0028	Prodigal_v2.6.3	"Glycosyl transferases group 1";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02672	PF10415.9;PF00206.20;	No	0	31497	32909	1413	-1	bin00.contig0028	Prodigal_v2.6.3	"Fumarase C C-terminus";"Lyase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02673	PF05685.12;	No	0	33040	33612	573	1	bin00.contig0028	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02674	PF00515.28;PF13414.6;PF13414.6;	No	0	33662	34570	909	1	bin00.contig0028	Prodigal_v2.6.3	"Tetratricopeptide repeat";"TPR repeat";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02675	PF05685.12;	No	0	34751	35434	684	1	bin00.contig0028	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02676	PF05685.12;	No	0	35548	36198	651	1	bin00.contig0028	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02677	PF15611.6;	No	0	36427	37941	1515	-1	bin00.contig0028	Prodigal_v2.6.3	"EH_Signature domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02678	PF00691.20;	No	2	37938	38699	762	-1	bin00.contig0028	Prodigal_v2.6.3	"OmpA family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02683	PF01189.17;PF17125.5;PF01029.18;	No	0	41904	43244	1341	-1	bin00.contig0028	Prodigal_v2.6.3	"16S rRNA methyltransferase RsmB/F";"N-terminal domain of 16S rRNA methyltransferase RsmF";"NusB family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02684	PF01593.24;	No	0	43300	44817	1518	-1	bin00.contig0028	Prodigal_v2.6.3	"Flavin containing amine oxidoreductase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02685	PF02545.14;	No	0	44870	45505	636	-1	bin00.contig0028	Prodigal_v2.6.3	"Maf-like protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02686	PF01789.16;	No	0	45551	46195	645	-1	bin00.contig0028	Prodigal_v2.6.3	"PsbP";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02689	PF13414.6;PF13181.6;	No	1	47038	48036	999	-1	bin00.contig0028	Prodigal_v2.6.3	"TPR repeat";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02691	PF00515.28;PF00515.28;	No	1	48144	50183	2040	-1	bin00.contig0028	Prodigal_v2.6.3	"Tetratricopeptide repeat";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02693	PF02826.19;PF01450.19;	No	0	50428	51423	996	1	bin00.contig0028	Prodigal_v2.6.3	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain";"Acetohydroxy acid isomeroreductase, catalytic domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02694	PF05685.12;	No	0	51492	51929	438	-1	bin00.contig0028	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_C;
demo|02696	PF08022.12;PF01794.19;PF00175.21;	No	7	52177	53514	1338	-1	bin00.contig0028	Prodigal_v2.6.3	"FAD-binding domain";"Ferric reductase like transmembrane component";"Oxidoreductase NAD-binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__PCC-6406;
demo|02702	PF09837.9;PF00535.26;	No	0	819	2216	1398	-1	bin00.contig0029	Prodigal_v2.6.3	"Uncharacterized protein conserved in bacteria (DUF2064)";"Glycosyl transferase family 2";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02705	PF12452.8;	No	0	4609	6303	1695	1	bin00.contig0029	Prodigal_v2.6.3	"Protein of unknown function (DUF3685)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02707	PF01648.20;	No	0	6805	7644	840	-1	bin00.contig0029	Prodigal_v2.6.3	"4'-phosphopantetheinyl transferase superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02708	PF00012.20;	No	0	8034	9959	1926	1	bin00.contig0029	Prodigal_v2.6.3	"Hsp70 protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02709	PF01370.21;	No	1	10045	11064	1020	1	bin00.contig0029	Prodigal_v2.6.3	"NAD dependent epimerase/dehydratase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02712	PF02518.26;PF00512.25;PF00072.24;	No	0	11321	13792	2472	-1	bin00.contig0029	Prodigal_v2.6.3	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02713	PF07688.12;	No	0	14165	15049	885	1	bin00.contig0029	Prodigal_v2.6.3	"KaiA C-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02714	PF07689.12;	No	0	15046	15366	321	1	bin00.contig0029	Prodigal_v2.6.3	"KaiB domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02715	PF13481.6;PF06745.13;	No	0	15442	16995	1554	1	bin00.contig0029	Prodigal_v2.6.3	"AAA domain";"KaiC";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02716	PF03109.16;	No	0	17075	19087	2013	-1	bin00.contig0029	Prodigal_v2.6.3	"ABC1 family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02717	PF00487.24;	No	5	19186	20073	888	-1	bin00.contig0029	Prodigal_v2.6.3	"Fatty acid desaturase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02719	PF14218.6;	YES	1	20327	21088	762	1	bin00.contig0029	Prodigal_v2.6.3	"Circadian oscillating protein COP23";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02722	PF01590.26;PF02518.26;PF00512.25;PF00989.25;PF00989.25;	No	0	21403	25971	4569	1	bin00.contig0029	Prodigal_v2.6.3	"GAF domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"PAS fold";"PAS fold";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02723	PF13246.6;PF00689.21;PF00690.26;PF00122.20;PF08282.12;	No	10	26241	28994	2754	-1	bin00.contig0029	Prodigal_v2.6.3	"Cation transport ATPase (P-type)";"Cation transporting ATPase, C-terminus";"Cation transporter/ATPase, N-terminus";"E1-E2 ATPase";"haloacid dehalogenase-like hydrolase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02727	PF02366.18;	No	9	30800	32497	1698	-1	bin00.contig0029	Prodigal_v2.6.3	"Dolichyl-phosphate-mannose-protein mannosyltransferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02733	PF00196.19;PF00072.24;	No	0	37032	37817	786	-1	bin00.contig0029	Prodigal_v2.6.3	"Bacterial regulatory proteins, luxR family";"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02734	PF02518.26;PF00512.25;	No	0	38143	39483	1341	1	bin00.contig0029	Prodigal_v2.6.3	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02735	PF02518.26;PF00512.25;PF00072.24;	No	0	39580	40689	1110	1	bin00.contig0029	Prodigal_v2.6.3	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02738	PF01032.18;	No	8	41303	42202	900	-1	bin00.contig0029	Prodigal_v2.6.3	"FecCD transport family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02740	PF00149.28;	No	0	42331	43077	747	-1	bin00.contig0029	Prodigal_v2.6.3	"Calcineurin-like phosphoesterase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02741	PF01497.18;	No	0	43082	44323	1242	-1	bin00.contig0029	Prodigal_v2.6.3	"Periplasmic binding protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02743	PF14905.6;PF07715.15;	No	0	45363	47372	2010	-1	bin00.contig0029	Prodigal_v2.6.3	"Outer membrane protein beta-barrel family";"TonB-dependent Receptor Plug Domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02744	PF01888.17;	No	0	47868	48947	1080	-1	bin00.contig0029	Prodigal_v2.6.3	"CbiD";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02745	PF00005.27;	No	0	49576	50409	834	1	bin00.contig0029	Prodigal_v2.6.3	"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02753	PF02540.17;	No	0	53144	53959	816	1	bin00.contig0029	Prodigal_v2.6.3	"NAD synthase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02754	PF06026.14;	No	0	54025	54732	708	1	bin00.contig0029	Prodigal_v2.6.3	"Ribose 5-phosphate isomerase A (phosphoriboisomerase A)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02755	PF10417.9;PF00578.21;	No	0	54818	55453	636	-1	bin00.contig0029	Prodigal_v2.6.3	"C-terminal domain of 1-Cys peroxiredoxin";"AhpC/TSA family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02756	PF00124.19;	No	2	2	451	450	-1	bin00.contig0030	Prodigal_v2.6.3	"Photosynthetic reaction centre protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|02759	PF00005.27;	No	0	990	1667	678	1	bin00.contig0030	Prodigal_v2.6.3	"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|02760	PF05991.11;	No	0	1821	2369	549	1	bin00.contig0030	Prodigal_v2.6.3	"YacP-like NYN domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|02762	PF00248.21;	No	0	2662	3843	1182	-1	bin00.contig0030	Prodigal_v2.6.3	"Aldo/keto reductase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
