#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|07936	NODE_52_length_90845_cov_32.6744	71756	72964	1209	1	No	0	TIGR01347	"dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|07937	NODE_52_length_90845_cov_32.6744	73013	74440	1428	1	No	0	TIGR01350	"dihydrolipoyl dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|07938	NODE_52_length_90845_cov_32.6744	74532	75539	1008	1	No	0	TIGR02823	"putative quinone oxidoreductase, YhdH/YhfP family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|07948	NODE_52_length_90845_cov_32.6744	78179	79060	882	1	No	9	TIGR01473	"protoheme IX farnesyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|07950	NODE_52_length_90845_cov_32.6744	79081	81990	2910	1	No	0	TIGR00461	"glycine dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|07963	NODE_53_length_90425_cov_14.666	6957	8888	1932	-1	YES	0	TIGR02517	"type II secretion system protein D"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pararhodobacter;s__Pararhodobacter sp001314715
metaerg.pl|07971	NODE_53_length_90425_cov_14.666	12239	16921	4683	-1	No	0	TIGR00229	"PAS domain S-box protein"	unknow
metaerg.pl|07989	NODE_53_length_90425_cov_14.666	25500	25970	471	1	No	0	TIGR02420	"RNA polymerase-binding protein DksA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|07991	NODE_53_length_90425_cov_14.666	27278	27862	585	1	No	2	TIGR02281	"clan AA aspartic protease, TIGR02281 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|07993	NODE_53_length_90425_cov_14.666	28063	29289	1227	1	No	0	TIGR00263	"tryptophan synthase, beta subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|08001	NODE_53_length_90425_cov_14.666	32105	32803	699	-1	No	0	TIGR00447	"aminoacyl-tRNA hydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3069;s__UBA3069 sp002366795
metaerg.pl|08003	NODE_53_length_90425_cov_14.666	33315	33944	630	-1	No	0	TIGR00731	"ribosomal protein bL25, Ctc-form"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08004	NODE_53_length_90425_cov_14.666	34124	35473	1350	-1	No	0	TIGR00514	"acetyl-CoA carboxylase, biotin carboxylase subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|08005	NODE_53_length_90425_cov_14.666	35484	35978	495	-1	No	0	TIGR00531	"acetyl-CoA carboxylase, biotin carboxyl carrier protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08014	NODE_53_length_90425_cov_14.666	42568	43866	1299	1	No	0	TIGR01037	"dihydroorotate dehydrogenase family protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|08018	NODE_53_length_90425_cov_14.666	45795	47045	1251	1	No	0	TIGR01879	"amidase, hydantoinase/carbamoylase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|08019	NODE_53_length_90425_cov_14.666	47083	48534	1452	1	No	0	TIGR02033	"dihydropyrimidinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08030	NODE_53_length_90425_cov_14.666	52908	55469	2562	-1	No	0	TIGR02414	"aminopeptidase N"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08033	NODE_53_length_90425_cov_14.666	56202	56909	708	1	No	0	TIGR02135	"phosphate transport system regulatory protein PhoU"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08034	NODE_53_length_90425_cov_14.666	56913	57605	693	1	No	0	TIGR02154	"phosphate regulon transcriptional regulatory protein PhoB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08035	NODE_53_length_90425_cov_14.666	57681	57971	291	1	No	0	TIGR00135	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|08036	NODE_53_length_90425_cov_14.666	57968	59449	1482	1	No	0	TIGR00132	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|08042	NODE_53_length_90425_cov_14.666	61610	63283	1674	-1	No	12	TIGR02891	"cytochrome c oxidase, subunit I"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08044	NODE_53_length_90425_cov_14.666	63506	64213	708	-1	No	0	TIGR00214	"lipoyl(octanoyl) transferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08046	NODE_53_length_90425_cov_14.666	64734	65840	1107	1	No	0	TIGR01187	"polyamine ABC transporter, ATP-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08056	NODE_53_length_90425_cov_14.666	71201	71986	786	-1	No	0	TIGR00010	"hydrolase, TatD family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08058	NODE_53_length_90425_cov_14.666	73212	73841	630	-1	No	0	TIGR00041	"dTMP kinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|08064	NODE_53_length_90425_cov_14.666	76227	77885	1659	-1	No	0	TIGR00552	"NAD+ synthetase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|08069	NODE_53_length_90425_cov_14.666	81400	83220	1821	-1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08069	NODE_53_length_90425_cov_14.666	81400	83220	1821	-1	No	0	TIGR01394	"GTP-binding protein TypA/BipA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|08078	NODE_53_length_90425_cov_14.666	87183	89486	2304	1	No	0	TIGR01062	"DNA topoisomerase IV, A subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus
metaerg.pl|08111	NODE_54_length_89750_cov_62.2128	29594	30043	450	1	No	0	TIGR00556	"phosphopantetheine--protein transferase domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus sp000317515
metaerg.pl|08112	NODE_54_length_89750_cov_62.2128	30015	31550	1536	1	No	0	TIGR02262	"benzoate-CoA ligase family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus sp000317515
metaerg.pl|08113	NODE_54_length_89750_cov_62.2128	31761	33083	1323	1	No	0	TIGR03494	"salicylate synthase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__UBA11371;s__UBA11371 sp003486305
metaerg.pl|08114	NODE_54_length_89750_cov_62.2128	33108	33497	390	1	No	0	TIGR00556	"phosphopantetheine--protein transferase domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Oscillatoria;s__Oscillatoria acuminata
metaerg.pl|08118	NODE_54_length_89750_cov_62.2128	36944	40414	3471	1	No	0	TIGR01733	"amino acid adenylation domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus sp000317515
metaerg.pl|08123	NODE_54_length_89750_cov_62.2128	48946	50016	1071	1	No	0	TIGR01681	"HAD phosphatase, family IIIC"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__UBA11371;s__UBA11371 sp003486305
metaerg.pl|08123	NODE_54_length_89750_cov_62.2128	48946	50016	1071	1	No	0	TIGR01686	"FkbH domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__UBA11371;s__UBA11371 sp003486305
metaerg.pl|08124	NODE_54_length_89750_cov_62.2128	50036	54640	4605	1	No	0	TIGR01733	"amino acid adenylation domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix_A;s__Tolypothrix_A bouteillei
metaerg.pl|08126	NODE_54_length_89750_cov_62.2128	59233	63396	4164	1	No	0	TIGR01733	"amino acid adenylation domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus sp000317515
metaerg.pl|08126	NODE_54_length_89750_cov_62.2128	59233	63396	4164	1	No	0	TIGR03605	"SagB-type dehydrogenase domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus sp000317515
metaerg.pl|08127	NODE_54_length_89750_cov_62.2128	63393	67967	4575	1	No	0	TIGR01733	"amino acid adenylation domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_B;s__Leptolyngbya_B frigida
metaerg.pl|08127	NODE_54_length_89750_cov_62.2128	63393	67967	4575	1	No	0	TIGR01746	"thioester reductase domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_B;s__Leptolyngbya_B frigida
metaerg.pl|08147	NODE_55_length_88624_cov_53.9337	240	1430	1191	1	YES	0	TIGR00787	"TRAP transporter solute receptor, DctP family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Phytoactinopolyspora;s__Phytoactinopolyspora sp003287285
metaerg.pl|08151	NODE_55_length_88624_cov_53.9337	2157	3416	1260	1	No	12	TIGR00786	"TRAP transporter, DctM subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Phytoactinopolyspora;s__Phytoactinopolyspora sp003287285
metaerg.pl|08166	NODE_55_length_88624_cov_53.9337	17892	18308	417	-1	No	0	TIGR03668	"PPOX class probable F420-dependent enzyme, Rv0121 family"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus sabuli
metaerg.pl|08167	NODE_55_length_88624_cov_53.9337	18571	21216	2646	1	No	0	TIGR00254	"diguanylate cyclase (GGDEF) domain"	unknow
metaerg.pl|08168	NODE_55_length_88624_cov_53.9337	21226	24009	2784	1	No	3	TIGR00254	"diguanylate cyclase (GGDEF) domain"	unknow
metaerg.pl|08181	NODE_55_length_88624_cov_53.9337	33132	35174	2043	-1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|08184	NODE_55_length_88624_cov_53.9337	36023	38308	2286	-1	No	0	TIGR01447	"exodeoxyribonuclease V, alpha subunit"	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Bog-473 sp003169235
metaerg.pl|08185	NODE_55_length_88624_cov_53.9337	38305	41898	3594	-1	No	0	TIGR00609	"exodeoxyribonuclease V, beta subunit"	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003244035
metaerg.pl|08186	NODE_55_length_88624_cov_53.9337	41895	45419	3525	-1	No	0	TIGR01450	"exodeoxyribonuclease V, gamma subunit"	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Bog-473 sp003160635
metaerg.pl|08193	NODE_55_length_88624_cov_53.9337	49890	51170	1281	-1	No	0	TIGR02679	"TIGR02679 family protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella multipartita
metaerg.pl|08194	NODE_55_length_88624_cov_53.9337	51167	55432	4266	-1	No	0	TIGR02680	"TIGR02680 family protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Microtetraspora;s__Microtetraspora glauca
metaerg.pl|08195	NODE_55_length_88624_cov_53.9337	55432	56928	1497	-1	No	0	TIGR02678	"TIGR02678 family protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea solani
metaerg.pl|08196	NODE_55_length_88624_cov_53.9337	56925	58469	1545	-1	No	0	TIGR02677	"TIGR02677 family protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Catenuloplanes;s__Catenuloplanes japonicus
metaerg.pl|08198	NODE_55_length_88624_cov_53.9337	59170	59457	288	-1	No	0	TIGR01552	"prevent-host-death family protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|08216	NODE_55_length_88624_cov_53.9337	78272	79585	1314	1	No	0	TIGR00299	"TIGR00299 family protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas cellasea
metaerg.pl|08219	NODE_55_length_88624_cov_53.9337	81180	82622	1443	-1	No	0	TIGR00873	"6-phosphogluconate dehydrogenase (decarboxylating)"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Georgenia_A;s__Georgenia_A satyanarayanai
metaerg.pl|08225	NODE_56_length_88412_cov_39.5772	1441	2097	657	1	No	0	TIGR03725	"tRNA threonylcarbamoyl adenosine modification protein YeaZ"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08227	NODE_56_length_88412_cov_39.5772	3254	3919	666	-1	No	5	TIGR01528	"nicotinamide mononucleotide transporter PnuC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08245	NODE_56_length_88412_cov_39.5772	20174	21073	900	-1	No	0	TIGR00431	"tRNA pseudouridine(55) synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08249	NODE_56_length_88412_cov_39.5772	23518	24954	1437	-1	No	13	TIGR01770	"proton-translocating NADH-quinone oxidoreductase, chain N"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08251	NODE_56_length_88412_cov_39.5772	24951	26465	1515	-1	No	14	TIGR01972	"proton-translocating NADH-quinone oxidoreductase, chain M"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08253	NODE_56_length_88412_cov_39.5772	26480	28444	1965	-1	YES	16	TIGR01974	"proton-translocating NADH-quinone oxidoreductase, chain L"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08260	NODE_56_length_88412_cov_39.5772	29375	29863	489	-1	No	0	TIGR01971	"NADH-quinone oxidoreductase, chain I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08263	NODE_56_length_88412_cov_39.5772	30884	33247	2364	-1	No	0	TIGR01973	"NADH dehydrogenase (quinone), G subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08264	NODE_56_length_88412_cov_39.5772	33261	34556	1296	-1	No	0	TIGR01959	"NADH oxidoreductase (quinone), F subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08265	NODE_56_length_88412_cov_39.5772	34715	35236	522	-1	No	0	TIGR01958	"NADH-quinone oxidoreductase, E subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08266	NODE_56_length_88412_cov_39.5772	35411	36664	1254	-1	No	0	TIGR01962	"NADH dehydrogenase (quinone), D subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08267	NODE_56_length_88412_cov_39.5772	36661	37389	729	-1	No	0	TIGR01961	"NADH (or F420H2) dehydrogenase, subunit C"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08268	NODE_56_length_88412_cov_39.5772	37386	37931	546	-1	No	0	TIGR01957	"NADH-quinone oxidoreductase, B subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08272	NODE_56_length_88412_cov_39.5772	38476	38886	411	-1	No	2	TIGR00810	"preprotein translocase, SecG subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08274	NODE_56_length_88412_cov_39.5772	38910	39659	750	-1	No	0	TIGR00419	"triose-phosphate isomerase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08276	NODE_56_length_88412_cov_39.5772	40592	41833	1242	-1	No	0	TIGR00275	"flavoprotein, HI0933 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp002297645
metaerg.pl|08276	NODE_56_length_88412_cov_39.5772	40592	41833	1242	-1	No	0	TIGR03862	"flavoprotein, TIGR03862 family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp002297645
metaerg.pl|08285	NODE_56_length_88412_cov_39.5772	46997	50683	3687	-1	YES	1	TIGR02099	"TIGR02099 family protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08288	NODE_56_length_88412_cov_39.5772	50740	52212	1473	-1	No	0	TIGR00757	"ribonuclease, Rne/Rng family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08289	NODE_56_length_88412_cov_39.5772	52396	54063	1668	1	No	0	TIGR01189	"heme ABC exporter, ATP-binding protein CcmA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08289	NODE_56_length_88412_cov_39.5772	52396	54063	1668	1	No	0	TIGR03719	"ATP-binding cassette protein, ChvD family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08308	NODE_56_length_88412_cov_39.5772	64817	67009	2193	-1	YES	1	TIGR02517	"type II secretion system protein D"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08320	NODE_56_length_88412_cov_39.5772	70436	71164	729	-1	No	1	TIGR02532	"prepilin-type N-terminal cleavage/methylation domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08322	NODE_56_length_88412_cov_39.5772	71170	71655	486	-1	No	1	TIGR02532	"prepilin-type N-terminal cleavage/methylation domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08324	NODE_56_length_88412_cov_39.5772	71652	72149	498	-1	No	1	TIGR01708	"type II secretion system protein H"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08324	NODE_56_length_88412_cov_39.5772	71652	72149	498	-1	No	1	TIGR02532	"prepilin-type N-terminal cleavage/methylation domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08326	NODE_56_length_88412_cov_39.5772	72159	72608	450	-1	No	1	TIGR01710	"type II secretion system protein G"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08326	NODE_56_length_88412_cov_39.5772	72159	72608	450	-1	No	1	TIGR02532	"prepilin-type N-terminal cleavage/methylation domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08330	NODE_56_length_88412_cov_39.5772	73968	75722	1755	-1	No	0	TIGR02533	"type II secretion system protein E"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08333	NODE_56_length_88412_cov_39.5772	76512	80351	3840	-1	No	0	TIGR01735	"phosphoribosylformylglycinamidine synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08340	NODE_56_length_88412_cov_39.5772	83905	84975	1071	-1	No	6	TIGR04408	"LPS export ABC transporter permease LptG"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|08342	NODE_56_length_88412_cov_39.5772	84975	86045	1071	-1	No	6	TIGR04407	"LPS export ABC transporter permease LptF"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
