#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|05645	NODE_34_length_102149_cov_15.6997	17047	19803	2757	-1	No	0	5.99.1.3	"Transferred entry: 5.6.2.2."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05650	NODE_34_length_102149_cov_15.6997	20541	22646	2106	-1	No	0	5.6.2.3	""	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05650	NODE_34_length_102149_cov_15.6997	20541	22646	2106	-1	No	0	5.99.1.3	"Transferred entry: 5.6.2.2."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05659	NODE_34_length_102149_cov_15.6997	27039	28151	1113	-1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05661	NODE_34_length_102149_cov_15.6997	31002	31361	360	1	No	0	3.1.26.5	"Ribonuclease P."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05665	NODE_34_length_102149_cov_15.6997	35538	36032	495	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05665	NODE_34_length_102149_cov_15.6997	35538	36032	495	1	No	0	2.1.1.170	"16S rRNA (guanine(527)-N(7))-methyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05666	NODE_34_length_102149_cov_15.6997	36145	37161	1017	1	No	0	3.6.-.-	"Acting on acid anhydrides."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05669	NODE_34_length_102149_cov_15.6997	38485	39162	678	-1	No	0	5.3.1.6	"Ribose-5-phosphate isomerase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05674	NODE_34_length_102149_cov_15.6997	41571	42530	960	-1	No	0	6.3.2.4	"D-alanine--D-alanine ligase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05675	NODE_34_length_102149_cov_15.6997	42621	43913	1293	-1	No	0	2.6.1.57	"Aromatic-amino-acid transaminase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05679	NODE_34_length_102149_cov_15.6997	45081	46160	1080	-1	No	0	3.5.1.28	"N-acetylmuramoyl-L-alanine amidase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05681	NODE_34_length_102149_cov_15.6997	46723	47754	1032	-1	No	0	1.8.1.9	"Thioredoxin-disulfide reductase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05695	NODE_34_length_102149_cov_15.6997	55813	56268	456	1	No	0	3.1.1.96	"D-aminoacyl-tRNA deacylase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05695	NODE_34_length_102149_cov_15.6997	55813	56268	456	1	No	0	3.6.1.-	"In phosphorus-containing anhydrides."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05701	NODE_34_length_102149_cov_15.6997	60091	61569	1479	1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05701	NODE_34_length_102149_cov_15.6997	60091	61569	1479	1	No	0	2.7.7.72	"CCA tRNA nucleotidyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05702	NODE_34_length_102149_cov_15.6997	61738	62115	378	-1	YES	0	3.4.21.89	"Signal peptidase I."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05704	NODE_34_length_102149_cov_15.6997	62271	62708	438	1	No	0	1.15.1.1	"Superoxide dismutase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05707	NODE_34_length_102149_cov_15.6997	63235	65514	2280	-1	No	0	3.4.21.26	"Prolyl oligopeptidase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05716	NODE_34_length_102149_cov_15.6997	68344	69654	1311	1	No	0	6.1.1.1	"Tyrosine--tRNA ligase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05728	NODE_34_length_102149_cov_15.6997	78402	79838	1437	1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|05738	NODE_34_length_102149_cov_15.6997	89607	90353	747	1	No	0	3.6.3.-	"Acting on acid anhydrides; catalyzing transmembrane movement of substances."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia mexicana"
metaerg.pl|05743	NODE_34_length_102149_cov_15.6997	93252	94031	780	-1	No	0	7.5.2.-	"Linked to the hydrolysis of a nucleoside triphosphate."	"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912;s__UBA6912 sp002450985"
metaerg.pl|05756	NODE_35_length_102026_cov_37.2594	1	636	636	-1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05757	NODE_35_length_102026_cov_37.2594	636	5084	4449	-1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05760	NODE_35_length_102026_cov_37.2594	6392	8662	2271	-1	YES	0	3.4.24.-	"Metalloendopeptidases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05764	NODE_35_length_102026_cov_37.2594	11810	12703	894	1	No	0	4.3.3.7	"4-hydroxy-tetrahydrodipicolinate synthase."	"d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__UBA493 sp002762975"
metaerg.pl|05775	NODE_35_length_102026_cov_37.2594	15191	16237	1047	-1	No	0	1.18.1.2	"Ferredoxin--NADP(+) reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05779	NODE_35_length_102026_cov_37.2594	18833	19573	741	1	No	0	3.2.2.27	"Uracil-DNA glycosylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05787	NODE_35_length_102026_cov_37.2594	23071	23862	792	1	No	0	3.6.1.8	"ATP diphosphatase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05796	NODE_35_length_102026_cov_37.2594	29353	31599	2247	1	No	0	5.6.2.3	""	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05796	NODE_35_length_102026_cov_37.2594	29353	31599	2247	1	No	0	5.99.1.-	"Other isomerases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	NODE_35_length_102026_cov_37.2594	32830	34818	1989	-1	No	0	6.4.1.4	"Methylcrotonoyl-CoA carboxylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	NODE_35_length_102026_cov_37.2594	34825	35622	798	-1	No	0	4.2.1.-	"Hydro-lyases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	NODE_35_length_102026_cov_37.2594	35705	37309	1605	-1	No	0	6.4.1.4	"Methylcrotonoyl-CoA carboxylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05802	NODE_35_length_102026_cov_37.2594	37988	40090	2103	1	No	0	2.7.7.8	"Polyribonucleotide nucleotidyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05806	NODE_35_length_102026_cov_37.2594	43210	44289	1080	-1	No	0	2.-.-.-	"Transferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05809	NODE_35_length_102026_cov_37.2594	47473	48423	951	-1	YES	1	3.1.1.3	"Triacylglycerol lipase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05821	NODE_35_length_102026_cov_37.2594	52587	53966	1380	-1	No	0	6.1.1.16	"Cysteine--tRNA ligase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05822	NODE_35_length_102026_cov_37.2594	54034	55359	1326	1	No	0	3.4.13.9	"Xaa-Pro dipeptidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05825	NODE_35_length_102026_cov_37.2594	58626	61295	2670	1	No	0	4.2.1.117	"2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05825	NODE_35_length_102026_cov_37.2594	58626	61295	2670	1	No	0	4.2.1.99	"2-methylisocitrate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05829	NODE_35_length_102026_cov_37.2594	61738	62847	1110	-1	No	0	2.3.1.31	"Homoserine O-acetyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas;s__Solimonas aquatica"
metaerg.pl|05830	NODE_35_length_102026_cov_37.2594	62844	64166	1323	-1	No	0	2.5.1.49	"O-acetylhomoserine aminocarboxypropyltransferase."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Cyanothece;s__Cyanothece sp000022045"
metaerg.pl|05833	NODE_35_length_102026_cov_37.2594	65411	66583	1173	1	No	1	5.3.3.-	"Transposing C=C bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002389055"
metaerg.pl|05843	NODE_35_length_102026_cov_37.2594	68925	69725	801	1	No	0	3.2.2.-	"Hydrolyzing N-glycosyl compounds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05864	NODE_35_length_102026_cov_37.2594	79455	80606	1152	-1	No	0	2.1.2.-	"Hydroxymethyl-, formyl- and related transferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05868	NODE_35_length_102026_cov_37.2594	83681	85918	2238	-1	YES	0	3.4.14.5	"Dipeptidyl-peptidase IV."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05870	NODE_35_length_102026_cov_37.2594	86156	88429	2274	-1	No	1	3.5.1.11	"Penicillin amidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315"
metaerg.pl|05875	NODE_35_length_102026_cov_37.2594	91714	92859	1146	-1	No	0	1.3.8.4	"Isovaleryl-CoA dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05876	NODE_35_length_102026_cov_37.2594	92970	94073	1104	-1	No	0	1.4.1.9	"Leucine dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05882	NODE_35_length_102026_cov_37.2594	95770	96675	906	-1	No	0	3.-.-.-	"Hydrolases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter pelagius"
metaerg.pl|05891	NODE_35_length_102026_cov_37.2594	100013	102025	2013	1	No	0	5.4.99.13	"Isobutyryl-CoA mutase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05891	NODE_35_length_102026_cov_37.2594	100013	102025	2013	1	No	0	3.6.5.-	"Acting on GTP; involved in cellular and subcellular movement."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05892	NODE_36_length_101415_cov_28.1246	14	1480	1467	-1	No	0	3.5.2.12	"6-aminohexanoate-cyclic-dimer hydrolase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05898	NODE_36_length_101415_cov_28.1246	4484	5677	1194	-1	No	0	2.3.1.-	"Transferring groups other than amino-acyl groups."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium subtropicum"
metaerg.pl|05899	NODE_36_length_101415_cov_28.1246	5867	7168	1302	1	No	0	2.4.2.2	"Pyrimidine-nucleoside phosphorylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05906	NODE_36_length_101415_cov_28.1246	8962	10014	1053	-1	No	0	5.3.3.2	"Isopentenyl-diphosphate Delta-isomerase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05907	NODE_36_length_101415_cov_28.1246	10039	11136	1098	-1	No	0	2.7.4.2	"Phosphomevalonate kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255"
metaerg.pl|05908	NODE_36_length_101415_cov_28.1246	11136	12104	969	-1	No	0	4.1.1.33	"Diphosphomevalonate decarboxylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05909	NODE_36_length_101415_cov_28.1246	12097	13050	954	-1	No	0	2.7.1.36	"Mevalonate kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05910	NODE_36_length_101415_cov_28.1246	13262	14185	924	1	No	0	2.7.1.33	"Pantothenate kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05914	NODE_36_length_101415_cov_28.1246	15690	16427	738	1	No	0	2.4.1.187	"N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|05914	NODE_36_length_101415_cov_28.1246	15690	16427	738	1	No	0	2.4.1.-	"Hexosyltransferases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|05915	NODE_36_length_101415_cov_28.1246	16424	17509	1086	1	No	0	2.4.1.-	"Hexosyltransferases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus"
metaerg.pl|05916	NODE_36_length_101415_cov_28.1246	17899	18882	984	1	No	0	7.6.2.11	"ABC-type polyamine transporter."	"d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Caldalkalibacillales;f__Caldalkalibacillaceae;g__Bacillus_AT;s__Bacillus_AT mannanilyticus"
metaerg.pl|05923	NODE_36_length_101415_cov_28.1246	23060	24544	1485	1	No	0	6.3.4.21	"Nicotinate phosphoribosyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05924	NODE_36_length_101415_cov_28.1246	24594	25421	828	1	No	0	6.3.1.5	"NAD(+) synthase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05925	NODE_36_length_101415_cov_28.1246	25494	26630	1137	1	No	0	3.5.1.25	"N-acetylglucosamine-6-phosphate deacetylase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus"
metaerg.pl|05926	NODE_36_length_101415_cov_28.1246	26617	27345	729	1	No	0	3.5.99.6	"Glucosamine-6-phosphate deaminase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05928	NODE_36_length_101415_cov_28.1246	28184	29260	1077	-1	No	1	2.7.8.-	"Transferases for other substituted phosphate groups."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05930	NODE_36_length_101415_cov_28.1246	29395	30477	1083	1	No	11	2.7.8.33	"UDP-N-acetylglucosamine--undecaprenyl-phosphate"	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255"
metaerg.pl|05936	NODE_36_length_101415_cov_28.1246	33491	34840	1350	1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus"
metaerg.pl|05951	NODE_36_length_101415_cov_28.1246	46610	47275	666	1	No	0	3.1.3.89	"5'-deoxynucleotidase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05952	NODE_36_length_101415_cov_28.1246	47438	50278	2841	1	No	0	3.1.25.-	"Site-specific endodeoxyribonucleases specific for altered bases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|05958	NODE_36_length_101415_cov_28.1246	53005	53943	939	1	No	0	2.7.11.-	"Protein-serine/threonine kinases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05958	NODE_36_length_101415_cov_28.1246	53005	53943	939	1	No	0	2.7.1.-	"Phosphotransferases with an alcohol group as acceptor."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05959	NODE_36_length_101415_cov_28.1246	53958	54830	873	1	No	7	2.5.1.145	"Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615"
metaerg.pl|05959	NODE_36_length_101415_cov_28.1246	53958	54830	873	1	No	7	2.4.99.-	"Transferring other glycosyl groups."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615"
metaerg.pl|05961	NODE_36_length_101415_cov_28.1246	54855	55856	1002	1	YES	0	1.1.1.94	"Glycerol-3-phosphate dehydrogenase (NAD(P)(+))."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp002500855"
metaerg.pl|05963	NODE_36_length_101415_cov_28.1246	55900	56841	942	1	No	0	2.7.7.9	"UTP--glucose-1-phosphate uridylyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|05964	NODE_36_length_101415_cov_28.1246	57027	57983	957	1	No	1	1.8.1.9	"Thioredoxin-disulfide reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|05966	NODE_36_length_101415_cov_28.1246	58203	59930	1728	1	No	0	5.4.2.2	"Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05972	NODE_36_length_101415_cov_28.1246	63684	64997	1314	1	No	0	7.1.1.-	"Hydron translocation or charge separation linked to oxidoreductase reactions."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05973	NODE_36_length_101415_cov_28.1246	65001	66101	1101	1	No	7	7.-.-.-	"Translocases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus"
metaerg.pl|05979	NODE_36_length_101415_cov_28.1246	67723	69048	1326	1	No	0	7.1.1.-	"Hydron translocation or charge separation linked to oxidoreductase reactions."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus"
metaerg.pl|05980	NODE_36_length_101415_cov_28.1246	69050	70087	1038	1	No	3	7.2.1.2	"Ferredoxin--NAD(+) oxidoreductase (Na(+)-transporting)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615"
metaerg.pl|05987	NODE_36_length_101415_cov_28.1246	71446	72315	870	1	No	0	2.4.1.58	"Lipopolysaccharide glucosyltransferase I."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|05988	NODE_36_length_101415_cov_28.1246	72312	73673	1362	1	No	0	1.8.1.7	"Glutathione-disulfide reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
