#Geneid	Kegg_id	Pathway_name	Taxonomy
metaerg.pl|12233	00983	"Drug metabolism - other enzymes"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12233	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12233	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12233	05111	"Vibrio cholerae pathogenic cycle"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12234	03030	"DNA replication"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12234	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12236	00340	"Histidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12236	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12245	00540	"Lipopolysaccharide biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis"
metaerg.pl|12247	00710	"Carbon fixation in photosynthetic organisms"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12247	00051	"Fructose and mannose metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12247	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12253	04011	"MAPK signaling pathway - yeast"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12253	00620	"Pyruvate metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12254	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12254	00670	"One carbon pool by folate"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12263	02010	"ABC transporters - General"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12266	00620	"Pyruvate metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|12266	00253	"Tetracycline biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|12266	00061	"Fatty acid biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|12266	00640	"Propanoate metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|12279	00190	"Oxidative phosphorylation"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12281	00910	"Nitrogen metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12281	00920	"Sulfur metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12286	00910	"Nitrogen metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12286	00920	"Sulfur metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12286	02010	"ABC transporters - General"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12288	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12288	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12288	00760	"Nicotinate and nicotinamide metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|12295	00910	"Nitrogen metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|12295	00920	"Sulfur metabolism"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans"
metaerg.pl|05756	00251	"Glutamate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05756	00910	"Nitrogen metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05756	00790	"Folate biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05757	00790	"Folate biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05757	00251	"Glutamate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05757	00910	"Nitrogen metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05764	00300	"Lysine biosynthesis"	"d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__UBA493 sp002762975"
metaerg.pl|05775	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05779	03410	"Base excision repair"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	04011	"MAPK signaling pathway - yeast"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	02020	"Two-component system - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	03090	"Type II secretion system"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	00790	"Folate biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	00983	"Drug metabolism - other enzymes"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	05111	"Vibrio cholerae pathogenic cycle"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05784	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05785	05111	"Vibrio cholerae pathogenic cycle"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05785	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05785	00790	"Folate biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05785	03090	"Type II secretion system"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05785	04011	"MAPK signaling pathway - yeast"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05785	02020	"Two-component system - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05787	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05787	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05789	00550	"Peptidoglycan biosynthesis"	"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rubricoccaceae;g__Rubrivirga;s__Rubrivirga sp002283555"
metaerg.pl|05789	00300	"Lysine biosynthesis"	"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rubricoccaceae;g__Rubrivirga;s__Rubrivirga sp002283555"
metaerg.pl|05797	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00640	"Propanoate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00620	"Pyruvate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00330	"Arginine and proline metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00251	"Glutamate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00252	"Alanine and aspartate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00220	"Urea cycle and metabolism of amino groups"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00791	"Atrazine degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00020	"Citrate cycle (TCA cycle)"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00260	"Glycine, serine and threonine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00670	"One carbon pool by folate"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00310	"Lysine degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00010	"Glycolysis / Gluconeogenesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05798	00280	"Valine, leucine and isoleucine degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00650	"Butanoate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00640	"Propanoate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00592	"alpha-Linolenic acid metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00410	"beta-Alanine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00071	"Fatty acid metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	01040	"Biosynthesis of unsaturated fatty acids"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00903	"Limonene and pinene degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00062	"Fatty acid elongation in mitochondria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00380	"Tryptophan metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00632	"Benzoate degradation via CoA ligation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00930	"Caprolactam degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00281	"Geraniol degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00280	"Valine, leucine and isoleucine degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05799	00310	"Lysine degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00252	"Alanine and aspartate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00330	"Arginine and proline metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00620	"Pyruvate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00061	"Fatty acid biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00640	"Propanoate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00253	"Tetracycline biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00280	"Valine, leucine and isoleucine degradation"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05800	00020	"Citrate cycle (TCA cycle)"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05801	03010	"Ribosome"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05802	00240	"Pyrimidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05802	03020	"RNA polymerase"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05802	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05804	02020	"Two-component system - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05804	02010	"ABC transporters - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05818	02010	"ABC transporters - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05818	02020	"Two-component system - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05821	00272	"Cysteine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05821	00970	"Aminoacyl-tRNA biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05823	00340	"Histidine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera propionica"
metaerg.pl|05823	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera propionica"
metaerg.pl|05823	02020	"Two-component system - General"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera propionica"
metaerg.pl|05825	00630	"Glyoxylate and dicarboxylate metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05825	00300	"Lysine biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05825	00020	"Citrate cycle (TCA cycle)"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05825	00290	"Valine, leucine and isoleucine biosynthesis"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05825	00720	"Reductive carboxylate cycle (CO2 fixation)"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05829	00271	"Methionine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas;s__Solimonas aquatica"
metaerg.pl|05829	00920	"Sulfur metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas;s__Solimonas aquatica"
metaerg.pl|05830	00271	"Methionine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Cyanothece;s__Cyanothece sp000022045"
metaerg.pl|05830	00272	"Cysteine metabolism"	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Cyanothece;s__Cyanothece sp000022045"
metaerg.pl|05843	03410	"Base excision repair"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05864	00230	"Purine metabolism"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|05864	00670	"One carbon pool by folate"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
