#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|05930	NODE_36_length_101415_cov_28.1246	29395	30477	1083	1	No	11	sp|O34753|TAGO_BACSU	"Probable undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255
metaerg.pl|05934	NODE_36_length_101415_cov_28.1246	31743	32378	636	-1	No	0	sp|P32437|YVYE_BACSU	"IMPACT family member YvyE"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium putridalgicola
metaerg.pl|05935	NODE_36_length_101415_cov_28.1246	32504	33361	858	1	No	0	sp|Q927X9|Y2658_LISIN	"DegV domain-containing protein lin2658"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05936	NODE_36_length_101415_cov_28.1246	33491	34840	1350	1	No	0	sp|P39145|COMFA_BACSU	"ComF operon protein 1"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|05937	NODE_36_length_101415_cov_28.1246	34837	35529	693	1	No	0	sp|P39147|COMFC_BACSU	"ComF operon protein 3"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|05938	NODE_36_length_101415_cov_28.1246	35674	36240	567	1	No	0	sp|A0A0H3GEZ8|HPF_LISM4	"Ribosome hibernation promotion factor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium subtropicum
metaerg.pl|05939	NODE_36_length_101415_cov_28.1246	36416	38881	2466	1	No	0	sp|Q834A7|SECA_ENTFA	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|05940	NODE_36_length_101415_cov_28.1246	39001	40053	1053	1	No	0	sp|Q927Y4|RF2_LISIN	"Peptide chain release factor 2"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05941	NODE_36_length_101415_cov_28.1246	40626	41312	687	1	No	0	sp|O34814|FTSE_BACSU	"Cell division ATP-binding protein FtsE"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05942	NODE_36_length_101415_cov_28.1246	41302	42189	888	1	No	4	sp|Q81X30|FTSX_BACAN	"Cell division protein FtsX"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05946	NODE_36_length_101415_cov_28.1246	43674	44876	1203	1	No	9	sp|O34375|MINJ_BACSU	"Cell division topological determinant MinJ"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05948	NODE_36_length_101415_cov_28.1246	45129	45431	303	1	No	0	sp|Q55940|ZIAR_SYNY3	"Transcriptional repressor SmtB homolog"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05949	NODE_36_length_101415_cov_28.1246	45428	46549	1122	1	No	5	sp|Q9SI03|MTP12_ARATH	"Metal tolerance protein 12"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05951	NODE_36_length_101415_cov_28.1246	46610	47275	666	1	No	0	sp|Q9CMR5|5DNU_PASMU	"5'-deoxynucleotidase PM0747"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05952	NODE_36_length_101415_cov_28.1246	47438	50278	2841	1	No	0	sp|Q8Y4F6|UVRA_LISMO	"UvrABC system protein A"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05956	NODE_36_length_101415_cov_28.1246	52444	52776	333	1	No	4	sp|O34648|YVLD_BACSU	"Uncharacterized membrane protein YvlD"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|05958	NODE_36_length_101415_cov_28.1246	53005	53943	939	1	No	0	sp|Q38YB1|HPRK_LACSS	"HPr kinase/phosphorylase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05959	NODE_36_length_101415_cov_28.1246	53958	54830	873	1	No	7	sp|B8DBM9|LGT_LISMH	"Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|05961	NODE_36_length_101415_cov_28.1246	54855	55856	1002	1	YES	0	sp|Q88YK1|GPDA_LACPL	"Glycerol-3-phosphate dehydrogenase [NAD(P)+]"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp002500855
metaerg.pl|05963	NODE_36_length_101415_cov_28.1246	55900	56841	942	1	No	0	sp|Q8NKW9|HASC1_STRP8	"UTP--glucose-1-phosphate uridylyltransferase 1"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05964	NODE_36_length_101415_cov_28.1246	57027	57983	957	1	No	1	sp|Q928B5|TRXB_LISIN	"Thioredoxin reductase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05966	NODE_36_length_101415_cov_28.1246	58203	59930	1728	1	No	0	sp|P18159|PGCA_BACSU	"Phosphoglucomutase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05969	NODE_36_length_101415_cov_28.1246	60232	61200	969	1	No	0	sp|Q837R5|Y766_ENTFA	"Nucleotide-binding protein EF_0766"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05970	NODE_36_length_101415_cov_28.1246	61197	62213	1017	1	No	0	sp|Q97PN8|GNGF_STRPN	"Putative gluconeogenesis factor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05971	NODE_36_length_101415_cov_28.1246	62245	63183	939	1	No	0	sp|Q837R3|WHIA_ENTFA	"Probable cell division protein WhiA"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|05972	NODE_36_length_101415_cov_28.1246	63684	64997	1314	1	No	0	sp|D8GR66|RNFC_CLOLD	"Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05973	NODE_36_length_101415_cov_28.1246	65001	66101	1101	1	No	7	sp|Q9EVN4|RNFD_PSEST	"Ion-translocating oxidoreductase complex subunit D"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|05977	NODE_36_length_101415_cov_28.1246	66791	67504	714	-1	No	4	sp|P0AFV3|YHID_ECO57	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05979	NODE_36_length_101415_cov_28.1246	67723	69048	1326	1	No	0	sp|D8GR66|RNFC_CLOLD	"Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|05980	NODE_36_length_101415_cov_28.1246	69050	70087	1038	1	No	3	sp|H6LC31|RNFD_ACEWD	"Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp001885615
metaerg.pl|05987	NODE_36_length_101415_cov_28.1246	71446	72315	870	1	No	0	sp|P27129|RFAJ_ECOLI	"Lipopolysaccharide 1,2-glucosyltransferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05988	NODE_36_length_101415_cov_28.1246	72312	73673	1362	1	No	0	sp|P06715|GSHR_ECOLI	"Glutathione reductase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|05989	NODE_36_length_101415_cov_28.1246	74051	75514	1464	1	No	13	sp|P31466|ADEP_ECOLI	"Adenine permease AdeP"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|05994	NODE_36_length_101415_cov_28.1246	77151	78371	1221	-1	No	4	sp|Q6MPX9|MACB_BDEBA	"Macrolide export ATP-binding/permease protein MacB"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|05996	NODE_36_length_101415_cov_28.1246	78372	79079	708	-1	No	0	sp|O31711|YKNY_BACSU	"Uncharacterized ABC transporter ATP-binding protein YknY"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06000	NODE_36_length_101415_cov_28.1246	80196	80921	726	1	No	0	sp|Q8ZNY9|PRP1_SALTY	"Serine/threonine-protein phosphatase 1"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06002	NODE_36_length_101415_cov_28.1246	81865	84051	2187	1	No	0	sp|O31489|YDCI_BACSU	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06003	NODE_36_length_101415_cov_28.1246	84088	84540	453	1	No	0	sp|Q835R2|SPRTL_ENTFA	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|06007	NODE_36_length_101415_cov_28.1246	86321	87067	747	-1	No	5	sp|Q9YDF8|KVAP_AERPE	"Voltage-gated potassium channel"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium subtropicum
metaerg.pl|06009	NODE_36_length_101415_cov_28.1246	87787	88266	480	1	No	0	sp|P54432|YRKE_BACSU	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|06011	NODE_36_length_101415_cov_28.1246	90055	90282	228	1	No	0	sp|P54436|YRKI_BACSU	"Putative sulfur carrier protein YrkI"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06012	NODE_36_length_101415_cov_28.1246	90349	91131	783	1	No	8	sp|P54437|YRKJ_BACSU	"Probable membrane transporter protein YrkJ"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium
metaerg.pl|06014	NODE_36_length_101415_cov_28.1246	91271	91642	372	-1	No	0	sp|Q797E6|FRA_BACSU	"Intracellular iron chaperone frataxin"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06016	NODE_36_length_101415_cov_28.1246	92267	93982	1716	1	No	6	sp|P54718|YFIB_BACSU	"Uncharacterized ABC transporter ATP-binding protein YfiB"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06018	NODE_36_length_101415_cov_28.1246	93975	95774	1800	1	No	4	sp|P54719|YFIC_BACSU	"Uncharacterized ABC transporter ATP-binding protein YfiC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|06022	NODE_36_length_101415_cov_28.1246	96913	97296	384	1	No	0	sp|P45871|YWKD_BACSU	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium putridalgicola
metaerg.pl|06023	NODE_36_length_101415_cov_28.1246	97571	97957	387	1	No	0	sp|P0A0T2|LGUL_NEIMA	"Lactoylglutathione lyase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|06024	NODE_36_length_101415_cov_28.1246	98020	99633	1614	1	No	0	sp|P54422|GGT_BACSU	"Glutathione hydrolase proenzyme"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium olivapovliticus
metaerg.pl|06025	NODE_36_length_101415_cov_28.1246	99658	100542	885	1	No	0	sp|Q93LQ8|BGLK_KLEPN	"Beta-glucoside kinase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium
metaerg.pl|06026	NODE_36_length_101415_cov_28.1246	100564	101211	648	1	No	0	sp|Q09LX1|AXE2_GEOSE	"Acetylxylan esterase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium putridalgicola
metaerg.pl|06027	NODE_37_length_100867_cov_7.84447	320	1390	1071	1	No	0	sp|O28578|PANE_ARCFU	"Putative 2-dehydropantoate 2-reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077555;s__Ga0077555 sp001464655
metaerg.pl|06028	NODE_37_length_100867_cov_7.84447	1472	3004	1533	1	No	0	sp|Q93CA6|MLRC_SPHSX	"Microcystinase C"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__AKCV01;s__AKCV01 sp000272025
metaerg.pl|06030	NODE_37_length_100867_cov_7.84447	4679	5623	945	1	No	6	sp|Q8VQK4|Y1031_BRUAB	"Putative peptide transport system permease protein BruAb2_1031"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;s__Pseudohongiella sp002422225
metaerg.pl|06032	NODE_37_length_100867_cov_7.84447	5613	6434	822	1	YES	6	sp|Q6D3B2|GSID_PECAS	"Glutathione transport system permease protein GsiD"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;s__Pseudohongiella acticola
metaerg.pl|06035	NODE_37_length_100867_cov_7.84447	6431	7537	1107	1	No	0	sp|Q8YBN6|Y3863_BRUME	"Putative peptide import ATP-binding protein BMEII0863"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcus saxobsidens_A
metaerg.pl|06036	NODE_37_length_100867_cov_7.84447	7534	8580	1047	1	No	0	sp|C0SP98|YKFD_BACSU	"Putative oligopeptide transport ATP-binding protein YkfD"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcus saxobsidens_A
metaerg.pl|06037	NODE_37_length_100867_cov_7.84447	8580	9440	861	1	No	0	sp|A4YT21|OADC_BRASO	"Oxaloacetate decarboxylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077555;s__Ga0077555 sp001464655
metaerg.pl|06038	NODE_37_length_100867_cov_7.84447	9457	10329	873	-1	No	0	sp|P83310|RDPA_DELAC	"(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Paracraurococcus;s__Paracraurococcus sp003258945
metaerg.pl|06039	NODE_37_length_100867_cov_7.84447	10684	13038	2355	1	YES	0	sp|A0A0H2ZI93|CNTO_PSEAB	"Metal-pseudopaline receptor CntO"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp002694945
metaerg.pl|06041	NODE_37_length_100867_cov_7.84447	13439	14986	1548	1	No	0	sp|O53554|ILVX_MYCTU	"Putative acetolactate synthase large subunit IlvX"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275
metaerg.pl|06042	NODE_37_length_100867_cov_7.84447	15143	16252	1110	-1	YES	0	sp|Q2RL44|HIS8_MOOTA	"Histidinol-phosphate aminotransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__GCA-002728725;s__GCA-002728725 sp002728725
metaerg.pl|06046	NODE_37_length_100867_cov_7.84447	16866	19031	2166	1	No	0	sp|P0A4Y5|GLGX_MYCBO	"Glycogen operon protein GlgX homolog"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D xinjiangensis
metaerg.pl|06048	NODE_37_length_100867_cov_7.84447	20582	21817	1236	1	No	0	sp|O34421|ACDC_BACSU	"Probable acyl-CoA dehydrogenase YngJ"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp003476445
metaerg.pl|06051	NODE_37_length_100867_cov_7.84447	23224	24279	1056	-1	No	0	sp|B1H0I0|RIBBA_UNCTG	"Riboflavin biosynthesis protein RibBA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SZUA-309;s__SZUA-309 sp003228415
metaerg.pl|06055	NODE_37_length_100867_cov_7.84447	26928	28166	1239	1	No	6	sp|P0C0Z0|REGB_RHOSH	"Sensor histidine kinase RegB"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella_A;s__Sulfuricella_A denitrificans
metaerg.pl|06057	NODE_37_length_100867_cov_7.84447	28163	28705	543	1	No	0	sp|P0C5S3|ACTR_RHIME	"Acid tolerance regulatory protein ActR"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Thiobacillus;s__Thiobacillus denitrificans_E
metaerg.pl|06064	NODE_37_length_100867_cov_7.84447	32992	35136	2145	1	YES	0	sp|Q9HUX3|CNTO_PSEAE	"Metal-pseudopaline receptor CntO"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp001464545
metaerg.pl|06066	NODE_37_length_100867_cov_7.84447	35146	35868	723	1	No	0	sp|P22040|Y415_SYNY3	"Uncharacterized ABC transporter ATP-binding protein sll0415"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter;s__Porphyrobacter sp002215495
metaerg.pl|06077	NODE_37_length_100867_cov_7.84447	41583	42023	441	1	No	0	sp|O34777|OHRR_BACSU	"Organic hydroperoxide resistance transcriptional regulator"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp002480525
metaerg.pl|06078	NODE_37_length_100867_cov_7.84447	42020	43882	1863	-1	No	5	sp|O31708|YKNV_BACSU	"Uncharacterized ABC transporter ATP-binding protein YknV"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385
metaerg.pl|06080	NODE_37_length_100867_cov_7.84447	43879	45672	1794	-1	No	6	sp|O31708|YKNV_BACSU	"Uncharacterized ABC transporter ATP-binding protein YknV"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SZUA-521;s__SZUA-521 sp003248125
metaerg.pl|06086	NODE_37_length_100867_cov_7.84447	47977	49374	1398	-1	No	0	sp|Q2SJV9|SYN_HAHCH	"Asparagine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__Contendobacter sp002352185
metaerg.pl|06091	NODE_37_length_100867_cov_7.84447	51839	52987	1149	1	No	1	sp|A1JKX1|MDTA_YERE8	"Multidrug resistance protein MdtA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus_A
metaerg.pl|06093	NODE_37_length_100867_cov_7.84447	52984	56157	3174	1	No	12	sp|Q57124|Y895_HAEIN	"Uncharacterized transporter HI_0895"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus
metaerg.pl|06095	NODE_37_length_100867_cov_7.84447	56150	58630	2481	1	No	0	sp|P27034|BGLS_RHIRD	"Beta-glucosidase"	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus castenholzii
metaerg.pl|06096	NODE_37_length_100867_cov_7.84447	58657	59961	1305	1	No	4	sp|P9WM34|Y1290_MYCTO	"hypothetical protein"	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__Chitinispirillum;s__Chitinispirillum alkaliphilum
metaerg.pl|06101	NODE_37_length_100867_cov_7.84447	61031	61723	693	1	No	0	sp|Q9PLF1|IPYR_CHLMU	"Inorganic pyrophosphatase"	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2329;s__UBA2329 sp002344975
metaerg.pl|06102	NODE_37_length_100867_cov_7.84447	61743	63431	1689	1	No	1	sp|Q42982|4CL2_ORYSJ	"Probable 4-coumarate--CoA ligase 2"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__UBA11889 sp002313255
metaerg.pl|06104	NODE_37_length_100867_cov_7.84447	63624	64517	894	1	No	0	sp|P74309|ALF1_SYNY3	"Fructose-bisphosphate aldolase class 1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536;s__Ga0077536 sp001464935
metaerg.pl|06106	NODE_37_length_100867_cov_7.84447	68507	70327	1821	-1	No	0	sp|Q8IY17|PLPL6_HUMAN	"Neuropathy target esterase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas sp001801685
metaerg.pl|06119	NODE_37_length_100867_cov_7.84447	76067	77236	1170	-1	No	0	sp|Q83A83|METC_COXBU	"Cystathionine beta-lyase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_A;s__Halomonas_A anticariensis
metaerg.pl|06120	NODE_37_length_100867_cov_7.84447	77249	78619	1371	-1	No	0	sp|Q91WT9|CBS_MOUSE	"Cystathionine beta-synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas heilongjiangensis
metaerg.pl|06121	NODE_37_length_100867_cov_7.84447	78722	79426	705	1	No	0	sp|O93779|RACD_THEK8	"Aspartate racemase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Pseudohaliea;s__Pseudohaliea rubra
metaerg.pl|06122	NODE_37_length_100867_cov_7.84447	79446	80447	1002	1	No	0	sp|A3SQG3|CUYA_ROSNI	"L-cysteate sulfo-lyase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__Haliea salexigens
metaerg.pl|06125	NODE_37_length_100867_cov_7.84447	83032	84921	1890	1	No	0	sp|Q57242|UUP1_HAEIN	"ABC transporter ATP-binding protein uup-1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A mexicana
metaerg.pl|06126	NODE_37_length_100867_cov_7.84447	84982	85371	390	1	No	0	sp|Q0A9E8|ECTC_ALKEH	"L-ectoine synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__UBA5105;s__UBA5105 sp002692965
metaerg.pl|06127	NODE_37_length_100867_cov_7.84447	85415	86644	1230	1	No	10	sp|A8AJL6|ENTS_CITK8	"Enterobactin exporter EntS"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp002480525
