#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	genomedb_acc	Taxonomy
metaerg.pl|06279	NODE_39_length_98514_cov_37.6693	18503	33616	15114	-1	YES	1	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06282	NODE_39_length_98514_cov_37.6693	33817	36612	2796	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06283	NODE_39_length_98514_cov_37.6693	36609	37163	555	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06284	NODE_39_length_98514_cov_37.6693	37343	38473	1131	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06285	NODE_39_length_98514_cov_37.6693	38585	39616	1032	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06286	NODE_39_length_98514_cov_37.6693	39733	40752	1020	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06287	NODE_39_length_98514_cov_37.6693	40749	41525	777	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06288	NODE_39_length_98514_cov_37.6693	41522	42772	1251	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06289	NODE_39_length_98514_cov_37.6693	42765	44126	1362	1	No	1	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06291	NODE_39_length_98514_cov_37.6693	44123	44818	696	1	No	6	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06293	NODE_39_length_98514_cov_37.6693	44856	46217	1362	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06294	NODE_39_length_98514_cov_37.6693	46358	46834	477	1	No	0	GCF_002934605.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A xylanilytica
metaerg.pl|06295	NODE_39_length_98514_cov_37.6693	46831	47436	606	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06296	NODE_39_length_98514_cov_37.6693	47433	48104	672	1	No	6	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06298	NODE_39_length_98514_cov_37.6693	48101	48850	750	1	No	6	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06300	NODE_39_length_98514_cov_37.6693	49006	49494	489	1	YES	1	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06303	NODE_39_length_98514_cov_37.6693	49491	51464	1974	1	No	15	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06305	NODE_39_length_98514_cov_37.6693	51461	52000	540	1	YES	1	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06311	NODE_39_length_98514_cov_37.6693	52527	53714	1188	1	No	2	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06313	NODE_39_length_98514_cov_37.6693	53789	54469	681	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06314	NODE_39_length_98514_cov_37.6693	54493	55743	1251	1	YES	12	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06317	NODE_39_length_98514_cov_37.6693	55983	57491	1509	1	YES	0	GCA_002722315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315
metaerg.pl|06319	NODE_39_length_98514_cov_37.6693	57699	59144	1446	1	No	0	GCA_002722315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315
metaerg.pl|06320	NODE_39_length_98514_cov_37.6693	59141	59770	630	1	No	0	GCA_002722315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315
metaerg.pl|06321	NODE_39_length_98514_cov_37.6693	59767	60843	1077	1	No	0	GCF_002868715.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Chromatocurvus;s__Chromatocurvus sp002868715
metaerg.pl|06322	NODE_39_length_98514_cov_37.6693	60813	61748	936	-1	No	7	GCF_000377905.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377905
metaerg.pl|06324	NODE_39_length_98514_cov_37.6693	61818	62564	747	1	No	0	GCF_002849595.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas sp002849595
metaerg.pl|06325	NODE_39_length_98514_cov_37.6693	62564	63406	843	1	No	5	GCA_001464155.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ga0077538;s__Ga0077538 sp001464155
metaerg.pl|06327	NODE_39_length_98514_cov_37.6693	63422	65062	1641	-1	No	14	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06329	NODE_39_length_98514_cov_37.6693	65146	65412	267	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06330	NODE_39_length_98514_cov_37.6693	65469	66077	609	-1	YES	1	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06333	NODE_39_length_98514_cov_37.6693	66080	66838	759	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06334	NODE_39_length_98514_cov_37.6693	66862	67575	714	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06335	NODE_39_length_98514_cov_37.6693	67637	68116	480	-1	No	0	GCA_003133205.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003133205
metaerg.pl|06336	NODE_39_length_98514_cov_37.6693	68196	69698	1503	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06337	NODE_39_length_98514_cov_37.6693	69988	70275	288	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06338	NODE_39_length_98514_cov_37.6693	70504	70788	285	1	YES	1	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06341	NODE_39_length_98514_cov_37.6693	70890	71489	600	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06342	NODE_39_length_98514_cov_37.6693	71499	71816	318	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06343	NODE_39_length_98514_cov_37.6693	71822	73552	1731	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06344	NODE_39_length_98514_cov_37.6693	74263	76491	2229	1	YES	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06346	NODE_39_length_98514_cov_37.6693	76623	78194	1572	-1	No	12	GCF_000422465.1	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_C;s__Paenibacillus_C harenae
metaerg.pl|06348	NODE_39_length_98514_cov_37.6693	78415	79290	876	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06349	NODE_39_length_98514_cov_37.6693	79326	82184	2859	-1	YES	1	GCA_001564055.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Tc-Br11-B2g6-7;s__Tc-Br11-B2g6-7 sp001564055
metaerg.pl|06352	NODE_39_length_98514_cov_37.6693	82616	84418	1803	-1	YES	1	GCA_002344355.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__UBA2363;g__UBA2363;s__UBA2363 sp002344355
metaerg.pl|06355	NODE_39_length_98514_cov_37.6693	84598	86217	1620	-1	YES	1	GCA_002359315.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA2664;s__UBA2664 sp002359315
metaerg.pl|06358	NODE_39_length_98514_cov_37.6693	86266	86637	372	-1	YES	1	GCA_001771285.1	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__2-02-FULL-66-22;g__2-02-FULL-66-22;s__2-02-FULL-66-22 sp001771285
metaerg.pl|06361	NODE_39_length_98514_cov_37.6693	86821	87321	501	-1	YES	0	GCA_001800605.1	d__Bacteria;p__Elusimicrobiota;c__UBA8919;o__UBA8919;f__UBA8919;g__UBA9627;s__UBA9627 sp001800605
metaerg.pl|06363	NODE_39_length_98514_cov_37.6693	87497	88705	1209	-1	No	0	GCA_002722315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315
metaerg.pl|06364	NODE_39_length_98514_cov_37.6693	88826	89095	270	1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|06366	NODE_39_length_98514_cov_37.6693	89603	92818	3216	-1	No	0	GCA_002840095.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__UBA3588;s__UBA3588 sp002840095
metaerg.pl|06367	NODE_39_length_98514_cov_37.6693	93054	93530	477	-1	No	0	GCA_002726085.1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085
metaerg.pl|06368	NODE_39_length_98514_cov_37.6693	93514	93807	294	-1	No	0	GCA_002478145.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__UBA7540;s__UBA7540 sp002478145
metaerg.pl|06372	NODE_39_length_98514_cov_37.6693	94335	94922	588	-1	YES	0	GCA_002337465.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002337465
metaerg.pl|06374	NODE_39_length_98514_cov_37.6693	94948	95673	726	-1	No	7	GCF_003149435.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__E85;s__E85 sp003149435
metaerg.pl|06376	NODE_39_length_98514_cov_37.6693	95875	96492	618	-1	No	0	GCA_002722315.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315
metaerg.pl|06377	NODE_39_length_98514_cov_37.6693	96705	98513	1809	-1	No	0	GCF_001870225.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__Gloeomargarita;s__Gloeomargarita lithophora
metaerg.pl|06378	NODE_40_length_97460_cov_91.5115	3	317	315	1	No	0	GCF_002814095.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sagittula;s__Sagittula sp002814095
metaerg.pl|06379	NODE_40_length_97460_cov_91.5115	396	605	210	-1	YES	1	GCF_003050905.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter_A;s__Rhodobacter_A azotoformans
metaerg.pl|06382	NODE_40_length_97460_cov_91.5115	715	1320	606	-1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06383	NODE_40_length_97460_cov_91.5115	1400	2407	1008	1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06384	NODE_40_length_97460_cov_91.5115	2404	3282	879	1	No	0	GCF_001870665.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|06385	NODE_40_length_97460_cov_91.5115	3282	6038	2757	1	No	4	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06387	NODE_40_length_97460_cov_91.5115	6035	8104	2070	1	No	2	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06389	NODE_40_length_97460_cov_91.5115	8185	8472	288	-1	No	3	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06391	NODE_40_length_97460_cov_91.5115	8472	9884	1413	-1	No	1	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06393	NODE_40_length_97460_cov_91.5115	9897	10988	1092	-1	YES	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06395	NODE_40_length_97460_cov_91.5115	11001	12170	1170	-1	No	8	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06397	NODE_40_length_97460_cov_91.5115	12316	12981	666	-1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06398	NODE_40_length_97460_cov_91.5115	12987	15410	2424	-1	No	0	GCF_001870665.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|06399	NODE_40_length_97460_cov_91.5115	15514	15960	447	1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06400	NODE_40_length_97460_cov_91.5115	15980	16924	945	-1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06401	NODE_40_length_97460_cov_91.5115	17079	18464	1386	-1	YES	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06403	NODE_40_length_97460_cov_91.5115	18533	19186	654	-1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06404	NODE_40_length_97460_cov_91.5115	19294	19740	447	1	No	0	GCF_000812665.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halocynthiibacter_B;s__Halocynthiibacter_B arcticus
metaerg.pl|06405	NODE_40_length_97460_cov_91.5115	19846	20229	384	1	No	3	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06407	NODE_40_length_97460_cov_91.5115	20286	20744	459	-1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06408	NODE_40_length_97460_cov_91.5115	20887	22005	1119	1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06409	NODE_40_length_97460_cov_91.5115	22129	22992	864	1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06410	NODE_40_length_97460_cov_91.5115	23062	23493	432	1	No	4	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06412	NODE_40_length_97460_cov_91.5115	23493	23927	435	1	No	4	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06414	NODE_40_length_97460_cov_91.5115	23943	24368	426	1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06415	NODE_40_length_97460_cov_91.5115	24384	25157	774	-1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06416	NODE_40_length_97460_cov_91.5115	25291	25833	543	-1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06417	NODE_40_length_97460_cov_91.5115	25975	26244	270	-1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06418	NODE_40_length_97460_cov_91.5115	26251	26943	693	-1	No	0	GCF_001517585.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseibaca;s__Roseibaca calidilacus
metaerg.pl|06419	NODE_40_length_97460_cov_91.5115	27255	28715	1461	-1	No	2	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06421	NODE_40_length_97460_cov_91.5115	28727	30271	1545	-1	No	1	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06423	NODE_40_length_97460_cov_91.5115	30329	31069	741	-1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06424	NODE_40_length_97460_cov_91.5115	31171	32280	1110	1	No	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06425	NODE_40_length_97460_cov_91.5115	32277	33227	951	1	YES	0	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06427	NODE_40_length_97460_cov_91.5115	33249	33524	276	1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06428	NODE_40_length_97460_cov_91.5115	33524	33943	420	1	No	0	GCF_001870665.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|06429	NODE_40_length_97460_cov_91.5115	33940	34578	639	1	No	0	GCF_900100005.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lutimaribacter;s__Lutimaribacter saemankumensis
metaerg.pl|06430	NODE_40_length_97460_cov_91.5115	35170	36375	1206	1	YES	1	GCF_001870665.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|06433	NODE_40_length_97460_cov_91.5115	36379	39525	3147	1	No	12	GCF_001870665.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|06435	NODE_40_length_97460_cov_91.5115	39527	41212	1686	-1	No	12	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06437	NODE_40_length_97460_cov_91.5115	41478	42515	1038	1	No	0	GCF_001870675.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__Roseinatronobacter thiooxidans
metaerg.pl|06438	NODE_40_length_97460_cov_91.5115	42541	43452	912	1	No	1	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
metaerg.pl|06440	NODE_40_length_97460_cov_91.5115	43445	44044	600	1	No	3	GCF_001884735.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans
