metaerg.pl|00012	K00789
metaerg.pl|08004	K00609
metaerg.pl|08004	K01960
metaerg.pl|08004	K01968
metaerg.pl|08004	K08289
metaerg.pl|08004	K11540
metaerg.pl|08004	K01961
metaerg.pl|08005	K01965
metaerg.pl|08005	K00658
metaerg.pl|08005	K01958
metaerg.pl|08006	K02484
metaerg.pl|08006	K14260
metaerg.pl|08006	K00517
metaerg.pl|08006	K00558
metaerg.pl|08006	K00891
metaerg.pl|08006	K01486
metaerg.pl|08006	K00012
metaerg.pl|08006	K07636
metaerg.pl|08006	K10907
metaerg.pl|08007	K06379
metaerg.pl|08007	K07676
metaerg.pl|08007	K10681
metaerg.pl|08007	K07644
metaerg.pl|08007	K07709
metaerg.pl|08007	K10125
metaerg.pl|08007	K11357
metaerg.pl|08007	K04757
metaerg.pl|08007	K07769
metaerg.pl|08007	K12767
metaerg.pl|08007	K13761
metaerg.pl|08007	K02486
metaerg.pl|08007	K11383
metaerg.pl|08007	K07675
metaerg.pl|08007	K07717
metaerg.pl|08007	K07647
metaerg.pl|08007	K10916
metaerg.pl|08007	K08479
metaerg.pl|08007	K03388
metaerg.pl|08007	K02668
metaerg.pl|08007	K01768
metaerg.pl|08007	K07710
metaerg.pl|08007	K07716
metaerg.pl|08007	K02489
metaerg.pl|08007	K07636
metaerg.pl|08007	K07653
metaerg.pl|08007	K07638
metaerg.pl|08007	K02480
metaerg.pl|08007	K02482
metaerg.pl|08007	K10715
metaerg.pl|08007	K07678
metaerg.pl|08007	K11527
metaerg.pl|08007	K02030
metaerg.pl|08007	K07642
metaerg.pl|08007	K11711
metaerg.pl|08007	K11640
metaerg.pl|08007	K11356
metaerg.pl|08007	K02484
metaerg.pl|08007	K00760
metaerg.pl|08007	K01937
metaerg.pl|08007	K08282
metaerg.pl|08007	K07704
metaerg.pl|08007	K07708
metaerg.pl|08007	K07645
metaerg.pl|08007	K07677
metaerg.pl|08007	K11231
metaerg.pl|08007	K07637
metaerg.pl|08007	K03407
metaerg.pl|08007	K07682
metaerg.pl|08007	K07654
metaerg.pl|08007	K07652
metaerg.pl|08007	K08475
metaerg.pl|08007	K07639
metaerg.pl|08007	K07673
metaerg.pl|08007	K01120
metaerg.pl|08007	K07641
metaerg.pl|08007	K07646
metaerg.pl|08007	K07711
metaerg.pl|08007	K02575
metaerg.pl|08007	K07768
metaerg.pl|08007	K07778
metaerg.pl|08007	K11354
metaerg.pl|08007	K07718
metaerg.pl|08007	K07651
metaerg.pl|08007	K07648
metaerg.pl|08007	K07679
metaerg.pl|08007	K02478
metaerg.pl|08007	K07669
metaerg.pl|08010	K07778
metaerg.pl|08010	K11354
metaerg.pl|08010	K11633
metaerg.pl|08010	K07768
metaerg.pl|08010	K00873
metaerg.pl|08010	K07711
metaerg.pl|08010	K13533
metaerg.pl|08010	K11328
metaerg.pl|08010	K07679
metaerg.pl|08010	K07648
metaerg.pl|08010	K07651
metaerg.pl|08010	K07718
metaerg.pl|08010	K07698
metaerg.pl|08010	K07654
metaerg.pl|08010	K07682
metaerg.pl|08010	K00936
metaerg.pl|08010	K07649
metaerg.pl|08010	K07777
metaerg.pl|08010	K03407
metaerg.pl|08010	K07637
metaerg.pl|08010	K13598
metaerg.pl|08010	K07641
metaerg.pl|08010	K07646
metaerg.pl|08010	K07639
metaerg.pl|08010	K08475
metaerg.pl|08010	K07673
metaerg.pl|08010	K07652
metaerg.pl|08010	K07708
metaerg.pl|08010	K07645
metaerg.pl|08010	K07677
metaerg.pl|08010	K07704
metaerg.pl|08010	K10909
metaerg.pl|08010	K08282
metaerg.pl|08010	K07643
metaerg.pl|08010	K11231
metaerg.pl|08010	K02491
metaerg.pl|08010	K11711
metaerg.pl|08010	K07642
metaerg.pl|08010	K02484
metaerg.pl|08010	K11356
metaerg.pl|08010	K11640
metaerg.pl|08010	K02482
metaerg.pl|08010	K14489
metaerg.pl|08010	K02480
metaerg.pl|08010	K07638
metaerg.pl|08010	K07653
metaerg.pl|08010	K07636
metaerg.pl|08010	K11527
metaerg.pl|08010	K02030
metaerg.pl|08010	K13587
metaerg.pl|08010	K10715
metaerg.pl|08010	K07678
metaerg.pl|08010	K02668
metaerg.pl|08010	K03388
metaerg.pl|08010	K08479
metaerg.pl|08010	K10916
metaerg.pl|08010	K02489
metaerg.pl|08010	K07697
metaerg.pl|08010	K07716
metaerg.pl|08010	K07710
metaerg.pl|08010	K07640
metaerg.pl|08010	K07656
metaerg.pl|08010	K01768
metaerg.pl|08010	K12767
metaerg.pl|08010	K02486
metaerg.pl|08010	K11383
metaerg.pl|08010	K11520
metaerg.pl|08010	K14509
metaerg.pl|08010	K07769
metaerg.pl|08010	K04757
metaerg.pl|08010	K11629
metaerg.pl|08010	K10125
metaerg.pl|08010	K11357
metaerg.pl|08010	K07647
metaerg.pl|08010	K10942
metaerg.pl|08010	K13040
metaerg.pl|08010	K07675
metaerg.pl|08010	K07717
metaerg.pl|08010	K01769
metaerg.pl|08010	K07650
metaerg.pl|08010	K06379
metaerg.pl|08010	K07676
metaerg.pl|08010	K10681
metaerg.pl|08010	K07709
metaerg.pl|08010	K13532
metaerg.pl|08010	K07644
metaerg.pl|08013	K00266
metaerg.pl|08013	K03388
metaerg.pl|08013	K00384
metaerg.pl|08013	K00264
metaerg.pl|08013	K17722
metaerg.pl|08014	K00245
metaerg.pl|08014	K00235
metaerg.pl|08014	K00873
metaerg.pl|08014	K11260
metaerg.pl|08014	K00122
metaerg.pl|08014	K00443
metaerg.pl|08014	K03390
metaerg.pl|08014	K00240
metaerg.pl|08014	K00246
metaerg.pl|08014	K00123
metaerg.pl|08014	K11181
metaerg.pl|08014	K00172
metaerg.pl|08014	K00124
metaerg.pl|08014	K00533
metaerg.pl|08014	K00436
metaerg.pl|08014	K00390
metaerg.pl|08014	K05588
metaerg.pl|08014	K00176
metaerg.pl|08014	K03388
metaerg.pl|08014	K00207
metaerg.pl|08014	K00125
metaerg.pl|08014	K00226
metaerg.pl|08014	K00205
metaerg.pl|08014	K00441
metaerg.pl|08014	K00171
metaerg.pl|08014	K17723
metaerg.pl|08015	K09017
metaerg.pl|08019	K01465
metaerg.pl|08019	K01464
metaerg.pl|08020	K01759
metaerg.pl|08021	K02000
metaerg.pl|08021	K11962
metaerg.pl|08021	K09812
metaerg.pl|08021	K01990
metaerg.pl|08021	K10243
metaerg.pl|08021	K02023
metaerg.pl|08021	K10235
metaerg.pl|08021	K05816
metaerg.pl|08021	K11076
metaerg.pl|08021	K02049
metaerg.pl|08021	K01995
metaerg.pl|08021	K02065
metaerg.pl|08021	K01998
metaerg.pl|08021	K10111
metaerg.pl|08021	K10112
metaerg.pl|08021	K02062
metaerg.pl|08021	K02045
metaerg.pl|08021	K11072
metaerg.pl|08021	K02068
metaerg.pl|08021	K06861
metaerg.pl|08021	K02071
metaerg.pl|08021	K01996
metaerg.pl|08021	K10199
metaerg.pl|08021	K11084
metaerg.pl|08021	K02032
metaerg.pl|08021	K02017
metaerg.pl|08021	K02010
metaerg.pl|08021	K05847
metaerg.pl|08021	K01997
metaerg.pl|08021	K02003
metaerg.pl|08021	K02052
metaerg.pl|08021	K02006
metaerg.pl|08022	K02050
metaerg.pl|08025	K02050
metaerg.pl|08027	K02051
metaerg.pl|08027	K15598
metaerg.pl|08030	K01256
metaerg.pl|08033	K02039
metaerg.pl|08034	K07644
metaerg.pl|08034	K07709
metaerg.pl|08034	K06379
metaerg.pl|08034	K07676
metaerg.pl|08034	K10681
metaerg.pl|08034	K07650
metaerg.pl|08034	K01769
metaerg.pl|08034	K07675
metaerg.pl|08034	K07717
metaerg.pl|08034	K07647
metaerg.pl|08034	K10125
metaerg.pl|08034	K11357
metaerg.pl|08034	K04757
metaerg.pl|08034	K07769
metaerg.pl|08034	K12767
metaerg.pl|08034	K11383
metaerg.pl|08034	K13761
metaerg.pl|08034	K02486
metaerg.pl|08034	K01768
metaerg.pl|08034	K07710
metaerg.pl|08034	K07640
metaerg.pl|08034	K07716
metaerg.pl|08034	K02489
metaerg.pl|08034	K10916
metaerg.pl|08034	K08479
metaerg.pl|08034	K03388
metaerg.pl|08034	K02668
metaerg.pl|08034	K10715
metaerg.pl|08034	K07678
metaerg.pl|08034	K11527
metaerg.pl|08034	K07636
metaerg.pl|08034	K07653
metaerg.pl|08034	K07638
metaerg.pl|08034	K02480
metaerg.pl|08034	K02482
metaerg.pl|08034	K11640
metaerg.pl|08034	K11356
metaerg.pl|08034	K02484
metaerg.pl|08034	K00760
metaerg.pl|08034	K07642
metaerg.pl|08034	K11711
metaerg.pl|08034	K02491
metaerg.pl|08034	K11231
metaerg.pl|08034	K01937
metaerg.pl|08034	K08282
metaerg.pl|08034	K07704
metaerg.pl|08034	K10909
metaerg.pl|08034	K07645
metaerg.pl|08034	K07677
metaerg.pl|08034	K07708
metaerg.pl|08034	K07652
metaerg.pl|08034	K08475
metaerg.pl|08034	K07639
metaerg.pl|08034	K01120
metaerg.pl|08034	K07673
metaerg.pl|08034	K07641
metaerg.pl|08034	K07646
metaerg.pl|08034	K07637
metaerg.pl|08034	K03407
metaerg.pl|08034	K07682
metaerg.pl|08034	K07777
metaerg.pl|08034	K07654
metaerg.pl|08034	K07718
metaerg.pl|08034	K07651
metaerg.pl|08034	K07648
metaerg.pl|08034	K07679
metaerg.pl|08034	K02478
metaerg.pl|08034	K07711
metaerg.pl|08034	K08884
metaerg.pl|08034	K07768
metaerg.pl|08034	K07778
metaerg.pl|08034	K11354
metaerg.pl|08034	K07657
metaerg.pl|08035	K02435
metaerg.pl|08036	K02433
metaerg.pl|08039	K01447
metaerg.pl|08039	K11066
metaerg.pl|08039	K01446
metaerg.pl|08039	K01448
metaerg.pl|08044	K03801
metaerg.pl|08046	K02032
metaerg.pl|08046	K02017
metaerg.pl|08046	K11084
metaerg.pl|08046	K02004
metaerg.pl|08046	K02006
metaerg.pl|08046	K02052
metaerg.pl|08046	K02010
metaerg.pl|08046	K02056
metaerg.pl|08046	K05847
metaerg.pl|08046	K01997
metaerg.pl|08046	K02003
metaerg.pl|08046	K02045
metaerg.pl|08046	K11072
metaerg.pl|08046	K10239
metaerg.pl|08046	K02062
metaerg.pl|08046	K10441
metaerg.pl|08046	K10199
metaerg.pl|08046	K06861
metaerg.pl|08046	K02071
metaerg.pl|08046	K01996
metaerg.pl|08046	K11076
metaerg.pl|08046	K10235
metaerg.pl|08046	K05816
metaerg.pl|08046	K06857
metaerg.pl|08046	K10112
metaerg.pl|08046	K01998
metaerg.pl|08046	K10111
metaerg.pl|08046	K10562
metaerg.pl|08046	K02031
metaerg.pl|08046	K02049
metaerg.pl|08046	K01995
metaerg.pl|08046	K02065
metaerg.pl|08046	K02000
metaerg.pl|08046	K11962
metaerg.pl|08046	K10230
metaerg.pl|08046	K11080
metaerg.pl|08046	K10000
metaerg.pl|08046	K02023
metaerg.pl|08046	K02018
metaerg.pl|08046	K09812
metaerg.pl|08046	K10195
metaerg.pl|08046	K01990
metaerg.pl|08046	K10243
metaerg.pl|08047	K02055
metaerg.pl|08049	K02054
metaerg.pl|08051	K02053
metaerg.pl|08051	K11070
metaerg.pl|08055	K03801
metaerg.pl|08056	K03424
metaerg.pl|08057	K02341
metaerg.pl|08057	K02340
metaerg.pl|08057	K02343
metaerg.pl|08058	K00943
metaerg.pl|08059	K01286
metaerg.pl|08059	K07258
metaerg.pl|08064	K03820
metaerg.pl|08069	K00860
metaerg.pl|08069	K00956
metaerg.pl|08069	K00955
metaerg.pl|08069	K03018
metaerg.pl|08069	K06207
metaerg.pl|08072	K03297
metaerg.pl|08078	K02621
metaerg.pl|08104	K00733
metaerg.pl|08106	K03733
metaerg.pl|08112	K01897
metaerg.pl|08112	K01652
metaerg.pl|08112	K00666
metaerg.pl|08112	K01895
metaerg.pl|08112	K01904
metaerg.pl|08112	K01909
metaerg.pl|08112	K01912
metaerg.pl|08112	K02364
metaerg.pl|08112	K00992
metaerg.pl|08112	K01779
metaerg.pl|08112	K01586
metaerg.pl|08112	K01913
metaerg.pl|08112	K05939
metaerg.pl|08112	K04110
metaerg.pl|08112	K01776
metaerg.pl|08112	K03367
metaerg.pl|08112	K00143
metaerg.pl|08113	K13497
metaerg.pl|08113	K13950
metaerg.pl|08113	K01658
metaerg.pl|08113	K13501
metaerg.pl|08113	K01657
metaerg.pl|08113	K03342
metaerg.pl|08113	K02619
metaerg.pl|08113	K01664
metaerg.pl|08113	K01665
metaerg.pl|08113	K01663
metaerg.pl|08113	K01656
metaerg.pl|08113	K04781
metaerg.pl|08114	K00997
metaerg.pl|08116	K14257
metaerg.pl|08118	K01776
metaerg.pl|08118	K00143
metaerg.pl|08118	K03367
metaerg.pl|08118	K01586
metaerg.pl|08118	K05939
metaerg.pl|08118	K00992
metaerg.pl|08118	K02364
metaerg.pl|08118	K01779
metaerg.pl|08118	K01895
metaerg.pl|08118	K01909
metaerg.pl|08118	K01904
metaerg.pl|08118	K01652
metaerg.pl|08118	K01897
metaerg.pl|08119	K01652
metaerg.pl|08119	K03367
metaerg.pl|08119	K00143
metaerg.pl|08119	K00599
metaerg.pl|08119	K01779
metaerg.pl|08119	K02364
metaerg.pl|08119	K00992
metaerg.pl|08120	K13247
metaerg.pl|08120	K10527
metaerg.pl|08120	K01825
metaerg.pl|08120	K07515
metaerg.pl|08120	K07511
metaerg.pl|08120	K07514
metaerg.pl|08120	K15016
metaerg.pl|08120	K13816
metaerg.pl|08120	K05556
metaerg.pl|08120	K01692
metaerg.pl|08120	K00022
metaerg.pl|08120	K01782
metaerg.pl|08120	K07516
metaerg.pl|08120	K00074
metaerg.pl|08122	K08098
metaerg.pl|08122	K11731
metaerg.pl|08122	K11538
metaerg.pl|08122	K00249
metaerg.pl|08122	K14448
metaerg.pl|08122	K09478
metaerg.pl|08122	K00120
metaerg.pl|08122	K00252
metaerg.pl|08122	K00232
metaerg.pl|08122	K06446
metaerg.pl|08122	K00253
metaerg.pl|08122	K11410
metaerg.pl|08122	K00248
metaerg.pl|08124	K01895
metaerg.pl|08124	K01904
metaerg.pl|08124	K01909
metaerg.pl|08124	K13356
metaerg.pl|08124	K01897
metaerg.pl|08124	K01652
metaerg.pl|08124	K01776
metaerg.pl|08124	K03367
metaerg.pl|08124	K00143
metaerg.pl|08124	K00992
metaerg.pl|08124	K02364
metaerg.pl|08124	K01779
metaerg.pl|08124	K01586
metaerg.pl|08124	K05939
metaerg.pl|08124	K04784
metaerg.pl|08125	K01652
metaerg.pl|08125	K00143
metaerg.pl|08125	K00992
metaerg.pl|08125	K02364
metaerg.pl|08125	K01779
metaerg.pl|08126	K05939
metaerg.pl|08126	K01586
metaerg.pl|08126	K01779
metaerg.pl|08126	K02364
metaerg.pl|08126	K00992
metaerg.pl|08126	K00143
metaerg.pl|08126	K03367
metaerg.pl|08126	K01776
metaerg.pl|08126	K01652
metaerg.pl|08126	K01897
metaerg.pl|08126	K01909
metaerg.pl|08126	K01904
metaerg.pl|08126	K01895
metaerg.pl|08127	K01586
metaerg.pl|08127	K05939
metaerg.pl|08127	K00992
metaerg.pl|08127	K02364
metaerg.pl|08127	K01779
metaerg.pl|08127	K01776
metaerg.pl|08127	K00143
metaerg.pl|08127	K03367
metaerg.pl|08127	K01652
metaerg.pl|08127	K13356
metaerg.pl|08127	K01897
metaerg.pl|08127	K01895
metaerg.pl|08127	K01784
metaerg.pl|08127	K01909
metaerg.pl|08127	K01904
metaerg.pl|08128	K15721
metaerg.pl|08130	K08217
metaerg.pl|08130	K08219
metaerg.pl|08130	K08218
metaerg.pl|08132	K10111
metaerg.pl|08132	K01995
metaerg.pl|08132	K05816
metaerg.pl|08132	K02023
metaerg.pl|08132	K02000
metaerg.pl|08132	K02052
metaerg.pl|08132	K02006
metaerg.pl|08132	K05847
metaerg.pl|08132	K02010
metaerg.pl|08132	K01996
metaerg.pl|08132	K02071
metaerg.pl|08132	K06861
metaerg.pl|08132	K02045
metaerg.pl|08132	K11072
metaerg.pl|08134	K02045
metaerg.pl|08134	K11072
metaerg.pl|08134	K01996
metaerg.pl|08134	K02071
metaerg.pl|08134	K06861
metaerg.pl|08134	K02017
metaerg.pl|08134	K02006
metaerg.pl|08134	K02052
metaerg.pl|08134	K05847
metaerg.pl|08134	K02010
metaerg.pl|08134	K02000
metaerg.pl|08134	K02023
metaerg.pl|08134	K05816
metaerg.pl|08134	K10111
metaerg.pl|08134	K01995
metaerg.pl|08134	K11085
metaerg.pl|08136	K00517
metaerg.pl|08136	K23139
metaerg.pl|08137	K19569
metaerg.pl|08153	K00874
metaerg.pl|08154	K01714
metaerg.pl|08155	K00128
metaerg.pl|08155	K00206
metaerg.pl|08155	K00146
metaerg.pl|08155	K00155
metaerg.pl|08155	K14519
metaerg.pl|08156	K01625
metaerg.pl|08157	K00874
metaerg.pl|08158	K01687
metaerg.pl|08158	K22216
metaerg.pl|08161	K00568
metaerg.pl|08161	K00599
metaerg.pl|08162	K00457
metaerg.pl|08163	K01249
metaerg.pl|08168	K07654
metaerg.pl|08168	K03407
metaerg.pl|08168	K07641
metaerg.pl|08168	K07646
metaerg.pl|08168	K07642
metaerg.pl|08168	K08282
metaerg.pl|08168	K08801
metaerg.pl|08168	K07636
metaerg.pl|08168	K07653
metaerg.pl|08168	K01769
metaerg.pl|08168	K06379
metaerg.pl|08168	K07709
metaerg.pl|08168	K02342
metaerg.pl|08168	K04757
metaerg.pl|08172	K00060
metaerg.pl|08173	K14274
metaerg.pl|08177	K08217
metaerg.pl|08177	K08219
metaerg.pl|08177	K05820
metaerg.pl|08181	K00956
metaerg.pl|08181	K02355
metaerg.pl|08184	K03581
metaerg.pl|08185	K03582
metaerg.pl|08186	K03583
metaerg.pl|08187	K07064
metaerg.pl|08199	K09023
metaerg.pl|08204	K01945
metaerg.pl|08206	K07214
metaerg.pl|08216	K09121
metaerg.pl|08217	K06898
metaerg.pl|08219	K00033
metaerg.pl|08222	K11216
metaerg.pl|08222	K00848
metaerg.pl|08222	K00851
metaerg.pl|08222	K00880
metaerg.pl|08222	K00854
metaerg.pl|08223	K20757
metaerg.pl|08224	K03722
metaerg.pl|08225	K14742
metaerg.pl|08245	K03177
metaerg.pl|08249	K00343
metaerg.pl|08253	K00341
metaerg.pl|08256	K00340
metaerg.pl|08260	K11260
metaerg.pl|08260	K00122
metaerg.pl|08260	K00380
metaerg.pl|08260	K04014
metaerg.pl|08260	K00337
metaerg.pl|08260	K00873
metaerg.pl|08260	K00204
metaerg.pl|08260	K03941
metaerg.pl|08260	K00245
metaerg.pl|08260	K00235
metaerg.pl|08260	K00123
metaerg.pl|08260	K00240
metaerg.pl|08260	K00246
metaerg.pl|08260	K03390
metaerg.pl|08260	K00443
metaerg.pl|08260	K00532
metaerg.pl|08260	K00207
metaerg.pl|08260	K03388
metaerg.pl|08260	K00176
metaerg.pl|08260	K00170
metaerg.pl|08260	K05588
metaerg.pl|08260	K00390
metaerg.pl|08260	K08349
metaerg.pl|08260	K08264
metaerg.pl|08260	K00265
metaerg.pl|08260	K00338
metaerg.pl|08260	K11181
metaerg.pl|08260	K05580
metaerg.pl|08260	K00172
metaerg.pl|08260	K00533
metaerg.pl|08260	K00436
metaerg.pl|08260	K00124
metaerg.pl|08260	K00205
metaerg.pl|08260	K00336
metaerg.pl|08260	K00441
metaerg.pl|08260	K00171
metaerg.pl|08260	K00125
metaerg.pl|08260	K00192
metaerg.pl|08260	K00335
metaerg.pl|08260	K00226
metaerg.pl|08261	K00337
metaerg.pl|08263	K03934
metaerg.pl|08263	K00122
metaerg.pl|08263	K00380
metaerg.pl|08263	K04014
metaerg.pl|08263	K05299
metaerg.pl|08263	K00201
metaerg.pl|08263	K00532
metaerg.pl|08263	K00123
metaerg.pl|08263	K00202
metaerg.pl|08263	K02035
metaerg.pl|08263	K00369
metaerg.pl|08263	K00338
metaerg.pl|08263	K05580
metaerg.pl|08263	K00203
metaerg.pl|08263	K00436
metaerg.pl|08263	K00176
metaerg.pl|08263	K05588
metaerg.pl|08263	K03388
metaerg.pl|08263	K00817
metaerg.pl|08263	K00390
metaerg.pl|08263	K08348
metaerg.pl|08263	K00205
metaerg.pl|08263	K02567
metaerg.pl|08263	K00336
metaerg.pl|08263	K00372
metaerg.pl|08263	K00360
metaerg.pl|08264	K00122
metaerg.pl|08264	K05586
metaerg.pl|08264	K00356
metaerg.pl|08264	K03943
metaerg.pl|08264	K05587
metaerg.pl|08264	K00436
metaerg.pl|08264	K00124
metaerg.pl|08264	K00329
metaerg.pl|08264	K00335
metaerg.pl|08264	K00334
metaerg.pl|08264	K03942
metaerg.pl|08265	K05586
metaerg.pl|08265	K00356
metaerg.pl|08265	K03943
metaerg.pl|08265	K00436
metaerg.pl|08265	K05587
metaerg.pl|08265	K00335
metaerg.pl|08265	K03942
metaerg.pl|08265	K00334
metaerg.pl|08265	K00329
metaerg.pl|08266	K13380
metaerg.pl|08266	K00329
metaerg.pl|08266	K05579
metaerg.pl|08266	K13378
metaerg.pl|08266	K00333
metaerg.pl|08266	K03935
metaerg.pl|08267	K00332
metaerg.pl|08268	K13380
metaerg.pl|08268	K05582
metaerg.pl|08268	K00443
metaerg.pl|08268	K03940
metaerg.pl|08268	K00331
metaerg.pl|08269	K00330
metaerg.pl|08274	K01803
metaerg.pl|08283	K03592
metaerg.pl|08284	K03568
metaerg.pl|08288	K08301
metaerg.pl|08289	K02000
metaerg.pl|08289	K10539
metaerg.pl|08289	K02023
metaerg.pl|08289	K10542
metaerg.pl|08289	K01990
metaerg.pl|08289	K02193
metaerg.pl|08289	K02013
metaerg.pl|08289	K09687
metaerg.pl|08289	K05816
metaerg.pl|08289	K10562
metaerg.pl|08289	K10111
metaerg.pl|08289	K01998
metaerg.pl|08289	K10545
metaerg.pl|08289	K02049
metaerg.pl|08289	K02065
metaerg.pl|08289	K01995
metaerg.pl|08289	K11072
metaerg.pl|08289	K02045
metaerg.pl|08289	K10441
metaerg.pl|08289	K01996
metaerg.pl|08289	K02071
metaerg.pl|08289	K06861
metaerg.pl|08289	K10820
metaerg.pl|08289	K05776
metaerg.pl|08289	K02017
metaerg.pl|08289	K02032
metaerg.pl|08289	K02074
metaerg.pl|08289	K02052
metaerg.pl|08289	K02006
metaerg.pl|08289	K05847
metaerg.pl|08289	K02056
metaerg.pl|08289	K02010
metaerg.pl|08289	K09817
metaerg.pl|08289	K02003
metaerg.pl|08289	K01997
metaerg.pl|08289	K06020
metaerg.pl|08295	K00568
metaerg.pl|08295	K00599
metaerg.pl|08295	K03183
metaerg.pl|08296	K00710
metaerg.pl|08297	K09691
metaerg.pl|08297	K01995
metaerg.pl|08297	K09693
metaerg.pl|08297	K02006
metaerg.pl|08308	K02453
metaerg.pl|08318	K02460
metaerg.pl|08322	K02458
metaerg.pl|08326	K02456
metaerg.pl|08328	K02455
metaerg.pl|08330	K02454
metaerg.pl|08333	K01952
metaerg.pl|08334	K03981
metaerg.pl|08336	K04763
metaerg.pl|08340	K11720
metaerg.pl|08342	K07091
metaerg.pl|08342	K11720
metaerg.pl|08344	K01259
metaerg.pl|08344	K01255
metaerg.pl|08344	K11142
metaerg.pl|08345	K02339
metaerg.pl|08348	K00762
metaerg.pl|08348	K00764
metaerg.pl|08349	K01669
metaerg.pl|08350	K01286
metaerg.pl|08350	K07260
metaerg.pl|08353	K04568
metaerg.pl|08354	K01524
metaerg.pl|08354	K01514
metaerg.pl|08355	K00937
metaerg.pl|08356	K01423
metaerg.pl|08361	K03676
metaerg.pl|08362	K00031
metaerg.pl|08362	K10978
metaerg.pl|08362	K00030
metaerg.pl|08367	K23170
metaerg.pl|08368	K01928
metaerg.pl|08368	K01925
metaerg.pl|08368	K23169
metaerg.pl|08369	K02523
metaerg.pl|08370	K03111
metaerg.pl|08371	K00356
metaerg.pl|08371	K01784
metaerg.pl|08371	K01711
metaerg.pl|08371	K03953
metaerg.pl|08371	K00329
metaerg.pl|08371	K01710
metaerg.pl|08372	K00972
metaerg.pl|08372	K11528
metaerg.pl|08372	K00966
metaerg.pl|08372	K01840
metaerg.pl|08372	K00963
metaerg.pl|08372	K02536
metaerg.pl|08372	K04042
metaerg.pl|08372	K00640
metaerg.pl|08372	K00677
metaerg.pl|08372	K00975
metaerg.pl|08372	K00973
metaerg.pl|08373	K01790
metaerg.pl|08374	K00067
metaerg.pl|08375	K04042
metaerg.pl|08375	K00971
metaerg.pl|08375	K01840
metaerg.pl|08375	K00966
metaerg.pl|08375	K11528
metaerg.pl|08375	K01809
metaerg.pl|08375	K16011
metaerg.pl|08378	K07514
metaerg.pl|08378	K07515
metaerg.pl|08378	K01825
metaerg.pl|08378	K10527
metaerg.pl|08378	K07511
metaerg.pl|08378	K00022
metaerg.pl|08378	K01692
metaerg.pl|08378	K01715
metaerg.pl|08378	K01782
metaerg.pl|08378	K07516
metaerg.pl|08378	K13816
metaerg.pl|08378	K15016
metaerg.pl|08378	K13767
metaerg.pl|08378	K15019
metaerg.pl|08391	K11105
metaerg.pl|08393	K00128
metaerg.pl|08394	K00457
metaerg.pl|08397	K03611
metaerg.pl|08399	K01626
metaerg.pl|08400	K00024
metaerg.pl|08400	K00026
metaerg.pl|08400	K00025
metaerg.pl|08403	K18911
metaerg.pl|08405	K07654
metaerg.pl|08405	K07682
metaerg.pl|08405	K03407
metaerg.pl|08405	K07646
metaerg.pl|08405	K07641
metaerg.pl|08405	K07673
metaerg.pl|08405	K01120
metaerg.pl|08405	K08475
metaerg.pl|08405	K07639
metaerg.pl|08405	K07652
metaerg.pl|08405	K11354
metaerg.pl|08405	K07778
metaerg.pl|08405	K07768
metaerg.pl|08405	K07711
metaerg.pl|08405	K07679
metaerg.pl|08405	K07648
metaerg.pl|08405	K07651
metaerg.pl|08405	K07718
metaerg.pl|08405	K11711
metaerg.pl|08405	K07642
metaerg.pl|08405	K00760
metaerg.pl|08405	K02484
metaerg.pl|08405	K11356
metaerg.pl|08405	K11640
metaerg.pl|08405	K07645
metaerg.pl|08405	K07708
metaerg.pl|08405	K07677
metaerg.pl|08405	K08282
metaerg.pl|08405	K01937
metaerg.pl|08405	K11231
metaerg.pl|08405	K02491
metaerg.pl|08405	K02668
metaerg.pl|08405	K03388
metaerg.pl|08405	K08479
metaerg.pl|08405	K02489
metaerg.pl|08405	K07716
metaerg.pl|08405	K07710
metaerg.pl|08405	K01768
metaerg.pl|08405	K02482
metaerg.pl|08405	K02480
metaerg.pl|08405	K07653
metaerg.pl|08405	K07636
metaerg.pl|08405	K11527
metaerg.pl|08405	K07678
metaerg.pl|08405	K10715
metaerg.pl|08405	K10681
metaerg.pl|08405	K07676
metaerg.pl|08405	K06379
metaerg.pl|08405	K07709
metaerg.pl|08405	K07644
metaerg.pl|08405	K02486
metaerg.pl|08405	K13761
metaerg.pl|08405	K11383
metaerg.pl|08405	K12767
metaerg.pl|08405	K07769
metaerg.pl|08405	K04757
metaerg.pl|08405	K11357
metaerg.pl|08405	K10125
metaerg.pl|08405	K07647
metaerg.pl|08405	K07717
metaerg.pl|08405	K07675
metaerg.pl|08405	K02667
metaerg.pl|08406	K07717
metaerg.pl|08406	K07675
metaerg.pl|08406	K10942
metaerg.pl|08406	K13040
metaerg.pl|08406	K07647
metaerg.pl|08406	K11357
metaerg.pl|08406	K11629
metaerg.pl|08406	K10125
metaerg.pl|08406	K04757
metaerg.pl|08406	K14509
metaerg.pl|08406	K07769
metaerg.pl|08406	K11383
metaerg.pl|08406	K02486
metaerg.pl|08406	K12767
metaerg.pl|08406	K07644
metaerg.pl|08406	K13532
metaerg.pl|08406	K07709
metaerg.pl|08406	K10681
metaerg.pl|08406	K07676
metaerg.pl|08406	K06379
metaerg.pl|08406	K07650
metaerg.pl|08406	K01769
metaerg.pl|08406	K07678
metaerg.pl|08406	K10715
metaerg.pl|08406	K13587
metaerg.pl|08406	K02030
