metaerg.pl|00012	2.5.1.6
metaerg.pl|05460	1.1.1.3
metaerg.pl|05461	2.7.1.39
metaerg.pl|05463	4.2.3.1
metaerg.pl|05476	1.3.1.-
metaerg.pl|05478	1.8.-.-
metaerg.pl|05481	3.6.3.41
metaerg.pl|05493	3.5.1.-
metaerg.pl|05494	3.1.25.-
metaerg.pl|05495	1.-.-.-
metaerg.pl|05505	2.1.1.-
metaerg.pl|05506	1.-.-.-
metaerg.pl|05507	3.5.1.88
metaerg.pl|05508	3.5.1.88
metaerg.pl|05509	2.1.2.9
metaerg.pl|05511	4.2.1.11
metaerg.pl|05519	7.1.1.8
metaerg.pl|05519	1.10.2.2
metaerg.pl|05526	2.7.13.3
metaerg.pl|05538	2.7.6.1
metaerg.pl|05547	6.2.1.2
metaerg.pl|05548	2.7.9.3
metaerg.pl|05549	2.5.1.-
metaerg.pl|05549	2.9.1.-
metaerg.pl|05554	1.2.1.-
metaerg.pl|05554	1.2.1.27
metaerg.pl|05555	1.3.99.-
metaerg.pl|05556	3.1.2.4
metaerg.pl|05557	1.1.1.31
metaerg.pl|05559	3.5.4.1
metaerg.pl|05565	3.5.4.11
metaerg.pl|05567	1.14.11.-
metaerg.pl|05569	3.5.4.28
metaerg.pl|05572	4.3.1.19
metaerg.pl|05574	6.3.4.5
metaerg.pl|05575	5.4.2.12
metaerg.pl|05579	3.4.21.102
metaerg.pl|05579	3.4.21.-
metaerg.pl|05582	3.6.1.-
metaerg.pl|05583	2.1.1.192
metaerg.pl|05588	2.7.3.9
metaerg.pl|05589	2.7.2.4
metaerg.pl|05593	2.3.2.29
metaerg.pl|05597	2.6.1.18
metaerg.pl|05604	2.7.7.89
metaerg.pl|05604	2.7.7.42
metaerg.pl|05610	3.1.-.-
metaerg.pl|05612	2.7.4.9
metaerg.pl|05613	3.4.16.4
metaerg.pl|05618	3.4.22.70
metaerg.pl|05618	3.4.22.-
metaerg.pl|05624	2.3.1.16
metaerg.pl|05625	3.4.19.13
metaerg.pl|05629	2.5.1.-
metaerg.pl|05630	2.3.1.31
metaerg.pl|05635	1.3.99.-
metaerg.pl|05640	3.1.31.-
metaerg.pl|05645	5.6.2.3
metaerg.pl|05645	5.99.1.3
metaerg.pl|05650	5.6.2.3
metaerg.pl|05650	5.99.1.3
metaerg.pl|05659	2.7.7.7
metaerg.pl|05661	3.1.26.5
metaerg.pl|05665	2.1.1.-
metaerg.pl|05665	2.1.1.170
metaerg.pl|05666	3.6.-.-
metaerg.pl|05669	5.3.1.6
metaerg.pl|05674	6.3.2.4
metaerg.pl|05675	2.6.1.57
metaerg.pl|05679	3.5.1.28
metaerg.pl|05681	1.8.1.9
metaerg.pl|05695	3.1.1.96
metaerg.pl|05695	3.6.1.-
metaerg.pl|05701	2.7.7.-
metaerg.pl|05701	2.7.7.72
metaerg.pl|05702	3.4.21.89
metaerg.pl|05704	1.15.1.1
metaerg.pl|05707	3.4.21.26
metaerg.pl|05716	6.1.1.1
metaerg.pl|05728	3.6.4.12
metaerg.pl|05738	3.6.3.-
metaerg.pl|05743	7.5.2.-
metaerg.pl|05756	1.4.1.13
metaerg.pl|05757	1.4.1.13
metaerg.pl|05760	3.4.24.-
metaerg.pl|05764	4.3.3.7
metaerg.pl|05775	1.18.1.2
metaerg.pl|05779	3.2.2.27
metaerg.pl|05787	3.6.1.8
metaerg.pl|05796	5.6.2.3
metaerg.pl|05796	5.99.1.-
metaerg.pl|05798	6.4.1.4
metaerg.pl|05799	4.2.1.-
metaerg.pl|05800	6.4.1.4
metaerg.pl|05802	2.7.7.8
metaerg.pl|05806	2.-.-.-
metaerg.pl|05809	3.1.1.3
metaerg.pl|05821	6.1.1.16
metaerg.pl|05822	3.4.13.9
metaerg.pl|05825	4.2.1.117
metaerg.pl|05825	4.2.1.99
metaerg.pl|05829	2.3.1.31
metaerg.pl|05830	2.5.1.49
metaerg.pl|05833	5.3.3.-
metaerg.pl|05843	3.2.2.-
metaerg.pl|05864	2.1.2.-
metaerg.pl|05868	3.4.14.5
metaerg.pl|05870	3.5.1.11
metaerg.pl|05875	1.3.8.4
metaerg.pl|05876	1.4.1.9
metaerg.pl|05882	3.-.-.-
metaerg.pl|05891	5.4.99.13
metaerg.pl|05891	3.6.5.-
metaerg.pl|05892	3.5.2.12
metaerg.pl|05898	2.3.1.-
metaerg.pl|05899	2.4.2.2
metaerg.pl|05906	5.3.3.2
metaerg.pl|05907	2.7.4.2
metaerg.pl|05908	4.1.1.33
metaerg.pl|05909	2.7.1.36
metaerg.pl|05910	2.7.1.33
metaerg.pl|05914	2.4.1.187
metaerg.pl|05914	2.4.1.-
metaerg.pl|05915	2.4.1.-
metaerg.pl|05916	7.6.2.11
metaerg.pl|05923	6.3.4.21
metaerg.pl|05924	6.3.1.5
metaerg.pl|05925	3.5.1.25
metaerg.pl|05926	3.5.99.6
metaerg.pl|05928	2.7.8.-
metaerg.pl|05930	2.7.8.33
metaerg.pl|05936	3.6.4.12
metaerg.pl|05951	3.1.3.89
metaerg.pl|05952	3.1.25.-
metaerg.pl|05958	2.7.11.-
metaerg.pl|05958	2.7.1.-
metaerg.pl|05959	2.5.1.145
metaerg.pl|05959	2.4.99.-
metaerg.pl|05961	1.1.1.94
metaerg.pl|05963	2.7.7.9
metaerg.pl|05964	1.8.1.9
metaerg.pl|05966	5.4.2.2
metaerg.pl|05972	7.1.1.-
metaerg.pl|05973	7.-.-.-
metaerg.pl|05979	7.1.1.-
metaerg.pl|05980	7.2.1.2
metaerg.pl|05987	2.4.1.58
metaerg.pl|05988	1.8.1.7
metaerg.pl|05994	3.6.3.-
metaerg.pl|05996	3.6.3.-
metaerg.pl|06000	3.1.3.16
metaerg.pl|06023	4.4.1.5
metaerg.pl|06024	3.4.19.13
metaerg.pl|06025	2.7.1.85
metaerg.pl|06026	3.1.1.72
metaerg.pl|06027	1.1.1.169
metaerg.pl|06027	1.1.1.-
metaerg.pl|06035	3.6.3.-
metaerg.pl|06036	3.6.3.-
metaerg.pl|06037	4.1.1.112
metaerg.pl|06038	1.14.11.44
metaerg.pl|06041	2.2.1.6
metaerg.pl|06042	2.6.1.9
metaerg.pl|06046	3.2.1.-
metaerg.pl|06048	1.3.99.-
metaerg.pl|06051	4.1.99.12
metaerg.pl|06051	3.5.4.25
metaerg.pl|06055	2.7.13.3
metaerg.pl|06086	6.1.1.22
metaerg.pl|06095	3.2.1.21
metaerg.pl|06101	3.6.1.1
metaerg.pl|06102	6.2.1.12
metaerg.pl|06104	4.1.2.13
metaerg.pl|06106	3.1.1.5
metaerg.pl|06119	4.4.1.13
metaerg.pl|06120	4.2.1.22
metaerg.pl|06121	5.1.1.13
metaerg.pl|06122	4.4.1.25
metaerg.pl|06125	3.6.3.41
metaerg.pl|06126	4.2.1.108
metaerg.pl|06131	4.2.1.1
metaerg.pl|06134	3.1.4.54
metaerg.pl|06140	2.7.7.7
metaerg.pl|06140	3.1.11.1
metaerg.pl|06143	1.1.1.169
metaerg.pl|06144	1.14.13.-
metaerg.pl|06145	3.5.4.1
metaerg.pl|06146	1.6.5.2
metaerg.pl|06148	3.1.4.46
metaerg.pl|06161	2.3.1.168
metaerg.pl|06162	1.2.4.1
metaerg.pl|06163	1.2.4.1
metaerg.pl|06164	6.2.1.1
metaerg.pl|06166	2.7.9.2
metaerg.pl|06167	3.4.24.-
metaerg.pl|06169	3.4.14.5
metaerg.pl|06173	1.4.1.3
metaerg.pl|06179	1.17.7.3
metaerg.pl|06179	1.17.7.1
metaerg.pl|06207	6.1.1.17
metaerg.pl|06208	3.4.21.88
metaerg.pl|06209	3.5.4.33
metaerg.pl|06218	2.4.2.9
metaerg.pl|06219	2.1.3.2
metaerg.pl|06220	3.5.2.3
metaerg.pl|06224	5.4.99.-
metaerg.pl|06225	2.4.2.9
metaerg.pl|06227	5.1.3.23
metaerg.pl|06227	5.1.3.14
metaerg.pl|06252	1.7.2.2
metaerg.pl|06255	1.7.2.2
metaerg.pl|06260	6.3.1.2
metaerg.pl|06284	2.4.2.29
metaerg.pl|06285	2.4.99.17
metaerg.pl|06286	4.1.1.45
metaerg.pl|06288	3.7.1.3
metaerg.pl|06289	1.14.13.9
metaerg.pl|06293	1.8.1.7
metaerg.pl|06295	7.6.2.5
metaerg.pl|06295	3.6.3.41
metaerg.pl|06333	1.1.1.-
metaerg.pl|06335	1.8.4.11
metaerg.pl|06336	3.1.11.1
metaerg.pl|06343	2.7.7.7
metaerg.pl|06344	3.4.21.-
metaerg.pl|06348	3.1.2.-
metaerg.pl|06363	6.3.4.21
metaerg.pl|06376	2.7.7.7
metaerg.pl|06378	1.1.1.86
metaerg.pl|06391	6.3.2.8
metaerg.pl|06393	2.4.1.227
metaerg.pl|06395	2.4.1.129
metaerg.pl|06398	3.6.4.-
metaerg.pl|06408	1.4.1.1
metaerg.pl|06409	3.-.-.-
metaerg.pl|06415	2.4.2.-
metaerg.pl|06424	2.3.1.234
metaerg.pl|06425	1.1.1.94
metaerg.pl|06429	3.1.26.4
metaerg.pl|06442	3.4.16.4
metaerg.pl|06444	2.4.1.129
metaerg.pl|06446	1.1.1.79
metaerg.pl|06449	1.4.99.-
metaerg.pl|06453	3.6.3.-
metaerg.pl|06457	1.17.7.4
metaerg.pl|06457	1.17.1.2
metaerg.pl|06461	3.1.26.4
metaerg.pl|06468	2.5.1.-
metaerg.pl|06473	4.2.1.2
metaerg.pl|06478	5.6.2.3
metaerg.pl|06478	5.99.1.3
metaerg.pl|06494	2.8.1.7
metaerg.pl|06502	2.8.1.7
metaerg.pl|06520	6.3.5.-
metaerg.pl|06524	4.2.1.20
metaerg.pl|06526	3.1.13.5
metaerg.pl|06534	1.14.15.17
metaerg.pl|06539	2.1.1.-
metaerg.pl|06543	3.6.1.-
metaerg.pl|06549	7.3.2.7
metaerg.pl|06549	3.6.1.-
metaerg.pl|06559	2.5.1.145
metaerg.pl|06559	2.4.99.-
metaerg.pl|06562	3.6.3.-
metaerg.pl|06565	2.6.1.83
metaerg.pl|06578	1.2.1.70
metaerg.pl|06579	3.1.3.11
metaerg.pl|06584	1.2.1.12
metaerg.pl|06584	1.2.1.-
metaerg.pl|06592	1.8.1.9
metaerg.pl|06593	1.11.1.15
metaerg.pl|06597	3.1.2.28
metaerg.pl|06600	6.3.4.15
metaerg.pl|06601	1.10.3.-
metaerg.pl|06615	3.6.3.-
metaerg.pl|06619	1.17.7.4
metaerg.pl|06619	1.17.1.2
metaerg.pl|06632	1.-.-.-
metaerg.pl|06639	2.8.4.3
metaerg.pl|06639	2.1.1.- 2.8.1.-
metaerg.pl|06645	3.6.1.9
metaerg.pl|06647	2.3.1.179
metaerg.pl|06648	2.2.1.1
metaerg.pl|06649	3.6.4.13
metaerg.pl|06650	2.8.3.6
metaerg.pl|06651	4.1.1.44
metaerg.pl|06652	1.4.3.3
metaerg.pl|06653	1.11.1.15
metaerg.pl|06654	1.1.1.95
metaerg.pl|06656	1.3.1.95
metaerg.pl|06658	4.2.1.150
metaerg.pl|06660	2.3.2.2
metaerg.pl|06661	1.1.1.337
metaerg.pl|06662	4.2.1.3
metaerg.pl|06668	4.2.1.116
metaerg.pl|06671	4.1.3.32
metaerg.pl|06672	4.1.1.6
metaerg.pl|06674	4.1.3.6
metaerg.pl|06675	2.8.3.20
metaerg.pl|06676	5.3.2.8
metaerg.pl|06677	3.1.1.24
metaerg.pl|06679	4.2.1.3
metaerg.pl|06682	1.1.1.95
metaerg.pl|06683	5.1.1.20
metaerg.pl|06694	4.1.1.1
metaerg.pl|06695	5.3.3.6
metaerg.pl|06696	1.1.1.27
metaerg.pl|06697	1.1.1.36
metaerg.pl|06698	1.1.1.85
metaerg.pl|06700	4.3.1.16
metaerg.pl|06702	4.1.1.44
metaerg.pl|06704	4.2.1.-
metaerg.pl|06704	4.2.1.79
metaerg.pl|06705	4.1.3.17
metaerg.pl|06708	3.8.1.3
metaerg.pl|06709	4.1.3.17
metaerg.pl|06713	5.5.1.2
metaerg.pl|06714	1.3.99.33
metaerg.pl|06715	4.1.1.6
metaerg.pl|06722	1.4.3.19
metaerg.pl|06725	1.1.1.-
metaerg.pl|06732	1.1.1.60
metaerg.pl|06733	5.3.1.22
metaerg.pl|06736	2.2.1.6
metaerg.pl|06737	1.2.1.22
metaerg.pl|06739	5.5.1.25
metaerg.pl|06740	1.1.-.-
metaerg.pl|06744	1.4.1.21
metaerg.pl|06762	3.6.3.24
metaerg.pl|06766	6.3.5.7
metaerg.pl|06768	6.3.5.7
metaerg.pl|06769	6.3.5.7
metaerg.pl|06770	2.3.1.247
metaerg.pl|06774	1.13.11.1
metaerg.pl|06784	1.3.1.25
metaerg.pl|06785	1.18.1.3
metaerg.pl|06786	1.14.12.-
metaerg.pl|06786	1.14.12.10
metaerg.pl|06787	1.14.12.10
metaerg.pl|06788	5.5.1.1
metaerg.pl|06788	5.5.1.-
metaerg.pl|06789	1.4.99.-
metaerg.pl|06792	3.5.1.32
metaerg.pl|06799	7.2.2.7
metaerg.pl|06807	5.1.3.3
metaerg.pl|06808	1.2.1.-
metaerg.pl|06809	1.1.1.310
metaerg.pl|06812	1.1.1.390
metaerg.pl|06813	3.1.1.99
metaerg.pl|06814	4.1.2.58
metaerg.pl|06815	4.2.1.162
metaerg.pl|06830	2.8.4.3
metaerg.pl|06830	2.1.1.- 2.8.1.-
metaerg.pl|06832	3.1.-.-
metaerg.pl|06834	2.3.1.269
metaerg.pl|06834	2.3.1.-
metaerg.pl|06836	2.4.2.4
metaerg.pl|06840	3.4.-.-
metaerg.pl|06841	3.6.-.-
metaerg.pl|06842	2.8.1.1
metaerg.pl|06844	2.6.1.57
metaerg.pl|06845	2.7.8.7
metaerg.pl|06846	2.3.1.41
metaerg.pl|06848	2.1.1.185
metaerg.pl|06849	5.1.3.3
metaerg.pl|06852	6.3.4.13
metaerg.pl|06852	6.3.3.1
metaerg.pl|06852	2.1.2.2
metaerg.pl|06854	6.3.3.1
metaerg.pl|06855	3.-.-.-
metaerg.pl|06856	2.3.1.234
metaerg.pl|06862	2.7.4.8
metaerg.pl|06864	3.1.26.3
metaerg.pl|06870	2.5.1.-
metaerg.pl|06873	5.1.1.3
metaerg.pl|06888	3.5.4.26
metaerg.pl|06888	1.1.1.193
metaerg.pl|06888	3.5.4.-
metaerg.pl|06902	5.4.99.60
metaerg.pl|06905	1.17.1.8
metaerg.pl|06917	2.7.13.3
metaerg.pl|06924	5.1.1.1
metaerg.pl|06928	3.1.3.-
metaerg.pl|06929	2.3.3.16
metaerg.pl|06930	7.1.1.-
metaerg.pl|06932	7.1.1.-
metaerg.pl|06932	1.6.5.3
metaerg.pl|06933	7.1.1.-
metaerg.pl|06935	7.1.1.-
metaerg.pl|06937	2.7.1.23
metaerg.pl|06948	5.4.99.16
metaerg.pl|06949	3.1.1.1
metaerg.pl|06949	2.1.1.197
metaerg.pl|06954	1.12.-.-
metaerg.pl|06956	4.1.1.48
metaerg.pl|06957	1.8.1.4
metaerg.pl|06964	2.1.1.74
metaerg.pl|06968	2.4.2.18
metaerg.pl|06971	6.3.5.5
metaerg.pl|07042	3.6.4.12
metaerg.pl|07047	2.1.1.148
metaerg.pl|07050	3.1.22.4
metaerg.pl|07126	2.7.4.9
metaerg.pl|07143	3.6.4.12
metaerg.pl|07177	2.4.1.129
metaerg.pl|07177	3.4.16.4
metaerg.pl|07179	3.6.4.12
metaerg.pl|07236	3.6.1.23
metaerg.pl|07238	6.1.1.17
metaerg.pl|07240	2.1.1.148
metaerg.pl|07241	1.1.99.-
metaerg.pl|07249	3.1.-.-
metaerg.pl|07252	1.5.3.1
metaerg.pl|07256	1.5.3.1
metaerg.pl|07275	2.1.1.-
metaerg.pl|07276	3.4.24.-
metaerg.pl|07291	3.6.1.27
metaerg.pl|07293	1.4.1.13
metaerg.pl|07294	1.4.1.13
metaerg.pl|07314	1.-.-.-
metaerg.pl|07319	1.3.99.-
metaerg.pl|07321	6.3.1.18
metaerg.pl|07322	1.14.12.7
metaerg.pl|07328	3.6.-.-
metaerg.pl|07329	2.-.-.-
metaerg.pl|07333	2.6.1.42
metaerg.pl|07336	5.5.1.2
metaerg.pl|07337	3.4.-.-
metaerg.pl|07338	3.1.3.15
metaerg.pl|07341	2.7.1.130
metaerg.pl|07342	1.2.1.12
metaerg.pl|07347	2.3.1.9
metaerg.pl|07347	2.3.1.16
metaerg.pl|07351	3.6.-.-
metaerg.pl|07351	2.7.-.-
metaerg.pl|07352	3.6.4.13
metaerg.pl|07352	3.6.4.-
metaerg.pl|07358	4.2.1.59
metaerg.pl|07358	4.2.1.-
metaerg.pl|07363	1.8.4.-
metaerg.pl|07377	7.3.2.2
metaerg.pl|07377	3.6.3.28
metaerg.pl|07382	3.4.13.19
metaerg.pl|07387	3.1.2.6
metaerg.pl|07392	7.1.1.-
metaerg.pl|07394	7.1.1.-
metaerg.pl|07407	2.7.8.-
metaerg.pl|07414	3.4.21.-
metaerg.pl|07417	1.1.1.95
metaerg.pl|07419	3.4.17.-
metaerg.pl|07422	2.7.4.-
metaerg.pl|07422	2.7.4.1
metaerg.pl|07423	2.1.1.77
metaerg.pl|07434	3.1.6.4
metaerg.pl|07436	3.8.1.5
metaerg.pl|07437	3.1.26.11
metaerg.pl|07440	3.1.6.1
metaerg.pl|07453	3.-.-.-
metaerg.pl|07454	2.5.1.18
metaerg.pl|07457	3.4.15.5
metaerg.pl|07470	2.7.13.3
metaerg.pl|07473	1.1.1.393
metaerg.pl|07480	2.2.1.6
metaerg.pl|07503	6.3.3.1
metaerg.pl|07504	2.1.2.2
metaerg.pl|07511	3.4.11.14
metaerg.pl|07511	3.4.11.2
metaerg.pl|07512	4.3.1.17
metaerg.pl|07516	3.5.3.13
metaerg.pl|07517	3.5.1.68
metaerg.pl|07527	2.4.1.129
metaerg.pl|07527	3.4.16.4
metaerg.pl|07544	3.4.21.-
metaerg.pl|07544	3.4.-.-
metaerg.pl|07549	3.4.11.1
metaerg.pl|07552	6.1.1.23
metaerg.pl|07552	6.1.1.-
metaerg.pl|07555	1.1.1.412
metaerg.pl|07556	3.6.1.9
metaerg.pl|07557	2.1.1.177
metaerg.pl|07559	2.7.7.18
metaerg.pl|07560	2.7.7.7
metaerg.pl|07563	6.1.1.4
metaerg.pl|07568	5.3.1.9
metaerg.pl|07569	4.1.1.11
metaerg.pl|07572	3.6.3.-
metaerg.pl|07590	3.6.1.-
metaerg.pl|07591	3.1.3.15
metaerg.pl|07612	2.6.1.62
metaerg.pl|07613	2.1.1.193
metaerg.pl|07613	2.1.1.-
metaerg.pl|07618	2.1.1.-
metaerg.pl|07620	3.6.1.1
metaerg.pl|07623	4.1.2.50
metaerg.pl|07624	3.1.3.-
metaerg.pl|07626	7.2.3.-
metaerg.pl|07626	3.6.1.1
metaerg.pl|07645	1.1.1.179
metaerg.pl|07658	1.-.-.-
metaerg.pl|07659	2.5.1.-
metaerg.pl|07659	4.2.99.-
metaerg.pl|07674	3.1.-.-
metaerg.pl|07676	3.1.11.5
metaerg.pl|07677	3.1.11.5
metaerg.pl|07678	3.1.11.5
metaerg.pl|07688	3.4.21.88
metaerg.pl|07692	2.-.-.-
metaerg.pl|07746	3.2.1.14
metaerg.pl|07761	2.3.1.180
metaerg.pl|07763	3.4.-.-
metaerg.pl|07764	3.1.1.23
metaerg.pl|07765	2.3.1.12
metaerg.pl|07766	3.4.25.2
metaerg.pl|07768	2.7.-.-
metaerg.pl|07774	3.1.-.-
metaerg.pl|07783	4.2.1.3
metaerg.pl|07792	3.5.1.-
metaerg.pl|07794	3.4.24.70
metaerg.pl|07803	3.1.2.-
metaerg.pl|07817	2.6.1.42
metaerg.pl|07818	2.5.1.-
metaerg.pl|07818	2.5.1.17
metaerg.pl|07822	6.3.5.-
metaerg.pl|07823	2.3.1.51
metaerg.pl|07842	2.3.1.47
metaerg.pl|07843	6.4.1.1
metaerg.pl|07845	3.6.1.9
metaerg.pl|07848	2.1.1.181
metaerg.pl|07849	1.9.3.1
metaerg.pl|07853	1.9.3.1
metaerg.pl|07855	3.6.4.-
metaerg.pl|07859	6.2.1.3
metaerg.pl|07860	2.7.7.7
metaerg.pl|07861	2.8.1.7
metaerg.pl|07863	2.7.7.7
metaerg.pl|07864	2.7.4.9
metaerg.pl|07865	4.2.2.-
metaerg.pl|07868	4.1.3.38
metaerg.pl|07869	4.1.3.27
metaerg.pl|07869	2.6.1.85
metaerg.pl|07870	2.3.1.179
metaerg.pl|07872	1.1.1.100
metaerg.pl|07873	2.3.1.39
metaerg.pl|07874	2.3.1.180
metaerg.pl|07875	2.3.1.274
metaerg.pl|07878	3.6.1.-
metaerg.pl|07879	4.2.1.17
metaerg.pl|07879	5.1.2.3
metaerg.pl|07879	1.1.1.35
metaerg.pl|07880	2.3.1.16
metaerg.pl|07887	1.5.1.5
metaerg.pl|07887	3.5.4.9
metaerg.pl|07888	1.11.1.22
metaerg.pl|07895	6.1.1.21
metaerg.pl|07900	2.1.1.192
metaerg.pl|07901	2.7.4.6
metaerg.pl|07902	1.8.5.-
metaerg.pl|07908	1.4.1.4
metaerg.pl|07913	3.1.-.-
metaerg.pl|07916	6.3.5.5
metaerg.pl|07918	6.3.5.5
metaerg.pl|07920	2.7.11.33
metaerg.pl|07921	2.7.9.2
metaerg.pl|07924	3.1.-.-
metaerg.pl|07925	3.6.1.-
metaerg.pl|07925	3.6.-.-
metaerg.pl|07931	3.5.1.53
metaerg.pl|07933	4.3.2.2
metaerg.pl|07935	1.2.4.2
metaerg.pl|07936	2.3.1.61
metaerg.pl|07937	1.8.1.4
metaerg.pl|07938	1.6.5.-
metaerg.pl|07940	1.11.1.15
metaerg.pl|07948	2.5.1.141
metaerg.pl|07948	2.5.1.-
metaerg.pl|07950	1.4.4.2
metaerg.pl|07970	6.2.1.n3
metaerg.pl|07977	2.7.2.3
metaerg.pl|07978	5.2.1.8
metaerg.pl|07979	5.2.1.8
metaerg.pl|07987	2.3.1.36
metaerg.pl|07990	1.14.13.24
metaerg.pl|07991	3.4.23.-
metaerg.pl|07993	4.2.1.20
metaerg.pl|08001	3.1.1.29
metaerg.pl|08004	6.3.4.14
metaerg.pl|08013	1.3.1.1
metaerg.pl|08014	1.3.1.1
metaerg.pl|08014	1.3.-.-
metaerg.pl|08018	3.5.1.87
metaerg.pl|08018	3.5.-.-
metaerg.pl|08019	3.5.2.2
metaerg.pl|08030	3.4.11.2
metaerg.pl|08035	6.3.5.-
metaerg.pl|08036	6.3.5.7
metaerg.pl|08036	6.3.5.-
metaerg.pl|08039	3.5.1.28
metaerg.pl|08042	1.9.3.1
metaerg.pl|08044	2.3.1.181
metaerg.pl|08046	7.6.2.11
metaerg.pl|08046	3.6.3.31
metaerg.pl|08055	2.3.1.181
metaerg.pl|08056	3.1.-.-
metaerg.pl|08058	2.7.4.9
metaerg.pl|08059	3.4.16.4
metaerg.pl|08064	6.3.5.1
metaerg.pl|08064	6.3.1.5
metaerg.pl|08078	5.6.2.3
metaerg.pl|08078	5.99.1.-
metaerg.pl|08112	6.2.1.25
metaerg.pl|08113	5.4.99.5
metaerg.pl|08113	5.4.4.2 4.1.3.-
metaerg.pl|08114	2.7.8.7
metaerg.pl|08116	1.14.14.-
metaerg.pl|08118	5.1.1.3
metaerg.pl|08120	1.1.1.157
metaerg.pl|08122	1.3.99.-
metaerg.pl|08126	5.1.1.3
metaerg.pl|08127	5.1.1.-
metaerg.pl|08127	1.-.-.-
metaerg.pl|08132	3.6.3.-
metaerg.pl|08134	7.5.2.6
metaerg.pl|08136	1.14.-.-
metaerg.pl|08137	2.1.1.307
metaerg.pl|08138	1.1.-.-
metaerg.pl|08153	2.7.1.45
metaerg.pl|08154	4.-.-.-
metaerg.pl|08155	1.2.1.26
metaerg.pl|08158	4.2.1.-
metaerg.pl|08172	1.1.1.103
metaerg.pl|08173	3.1.1.-
metaerg.pl|08182	3.1.-.-
metaerg.pl|08184	3.1.11.5
metaerg.pl|08185	3.1.11.5
metaerg.pl|08186	3.1.11.5
metaerg.pl|08187	3.1.-.-
metaerg.pl|08199	3.5.1.-
metaerg.pl|08216	4.99.1.12
metaerg.pl|08217	2.5.1.143
metaerg.pl|08219	1.1.1.44
metaerg.pl|08222	2.7.1.12
metaerg.pl|08223	4.3.1.27
metaerg.pl|08224	3.6.4.12
metaerg.pl|08245	5.4.99.25
metaerg.pl|08249	7.1.1.-
metaerg.pl|08251	7.1.1.-
metaerg.pl|08253	7.1.1.-
metaerg.pl|08253	1.6.-.-
metaerg.pl|08256	7.1.1.-
metaerg.pl|08258	7.1.1.-
metaerg.pl|08260	7.1.1.-
metaerg.pl|08261	7.1.1.-
metaerg.pl|08263	1.6.99.3
metaerg.pl|08263	1.6.99.5
metaerg.pl|08264	7.1.1.-
metaerg.pl|08264	1.6.99.5
metaerg.pl|08265	1.6.99.3
metaerg.pl|08266	7.1.1.-
metaerg.pl|08266	1.6.99.5
metaerg.pl|08267	7.1.1.-
metaerg.pl|08268	7.1.1.-
metaerg.pl|08269	7.1.1.-
metaerg.pl|08274	5.3.1.1
metaerg.pl|08275	1.1.1.330
metaerg.pl|08283	3.4.-.-
metaerg.pl|08284	3.4.-.-
metaerg.pl|08288	3.1.26.-
metaerg.pl|08288	3.1.4.-
metaerg.pl|08289	3.6.3.41
metaerg.pl|08333	6.3.5.3
metaerg.pl|08344	3.4.11.1
metaerg.pl|08348	2.4.2.14
metaerg.pl|08349	4.1.99.3
metaerg.pl|08353	6.3.1.-
metaerg.pl|08354	3.6.1.11
metaerg.pl|08355	2.7.4.1
metaerg.pl|08356	3.4.-.-
metaerg.pl|08362	1.1.1.41
metaerg.pl|08367	5.1.1.23
metaerg.pl|08368	6.3.2.53
metaerg.pl|08368	6.3.2.9
metaerg.pl|08369	2.5.1.90
metaerg.pl|08371	4.2.1.46
metaerg.pl|08372	2.7.7.24
metaerg.pl|08373	5.1.3.13
metaerg.pl|08374	1.1.1.133
metaerg.pl|08375	5.3.1.8
metaerg.pl|08375	2.7.7.13
metaerg.pl|08375	5.3.1.8 2.7.7.13
metaerg.pl|08378	4.2.1.116
metaerg.pl|08387	5.2.1.8
metaerg.pl|08393	1.2.1.3
metaerg.pl|08399	2.5.1.54
metaerg.pl|08400	1.1.1.37
metaerg.pl|08400	1.1.1.-
metaerg.pl|08403	2.1.1.44
metaerg.pl|08404	1.14.99.50
metaerg.pl|08406	2.7.13.3
metaerg.pl|08408	6.2.1.5
metaerg.pl|08408	6.2.1.-
metaerg.pl|08409	6.2.1.5
metaerg.pl|08409	6.2.1.-
metaerg.pl|08411	6.3.5.1
metaerg.pl|08411	6.3.1.5
metaerg.pl|08425	2.7.1.-
metaerg.pl|08427	2.6.1.1
metaerg.pl|08428	3.1.25.-
metaerg.pl|08429	3.1.2.12
metaerg.pl|08430	1.1.1.284
metaerg.pl|08430	1.1.1.284 1.1.1.1
metaerg.pl|08434	1.3.99.31
metaerg.pl|08434	1.14.99.-
metaerg.pl|08435	2.5.1.-
metaerg.pl|08437	1.13.11.63
metaerg.pl|08437	1.14.99.36
metaerg.pl|08441	2.7.8.-
metaerg.pl|08444	1.1.1.79
metaerg.pl|08457	1.11.1.5
metaerg.pl|08459	3.5.4.2
metaerg.pl|08459	3.5.4.4
metaerg.pl|08464	7.1.1.7
metaerg.pl|08464	1.10.3.-
metaerg.pl|08466	1.10.3.-
metaerg.pl|08478	3.6.4.13
metaerg.pl|08482	3.5.1.1
metaerg.pl|08487	6.3.4.20
metaerg.pl|08488	4.3.99.3
metaerg.pl|08493	1.-.-.-
metaerg.pl|08494	4.2.1.3
metaerg.pl|08495	4.1.3.17
metaerg.pl|08498	3.4.19.13
metaerg.pl|08498	2.3.2.2
metaerg.pl|08500	2.7.9.2
metaerg.pl|08501	2.7.11.33
