#kegg_pathway_id	kegg_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ko	ko_name	gene_num
00920	Sulfur metabolism	27	19	K00640	E2.3.1.30, cysE	17
00920	Sulfur metabolism	27	19	K00641	E2.3.1.31, metX	16
00920	Sulfur metabolism	27	19	K00651	E2.3.1.46, metA	1
00920	Sulfur metabolism	27	19	K00860	E2.7.1.25, cysC	20
00920	Sulfur metabolism	27	19	K00956	E2.7.7.4A, cysN	21
00920	Sulfur metabolism	27	19	K00958	E2.7.7.4C, met3	2
00920	Sulfur metabolism	27	19	K01082	E3.1.3.7	3
00920	Sulfur metabolism	27	19	K01738	E2.5.1.47, cysK	24
00920	Sulfur metabolism	27	19	K01739	E2.5.1.48, metB	4
00920	Sulfur metabolism	27	19	K01760	E4.4.1.8, metC	12
00920	Sulfur metabolism	27	19	K05301	E1.8.2.1	15
00920	Sulfur metabolism	27	19	K10150	E2.5.1.65	15
04530	Tight junction	63	2	K04424	ZAK, MLTK	12
04530	Tight junction	63	2	K06103	CASK	3
00650	Butanoate metabolism	67	45	K00004	E1.1.1.4	9
00650	Butanoate metabolism	67	45	K00019	E1.1.1.30, bdh	2
00650	Butanoate metabolism	67	45	K00022	E1.1.1.35, fadB	50
00650	Butanoate metabolism	67	45	K00023	E1.1.1.36, phbB	2
00650	Butanoate metabolism	67	45	K00074	E1.1.1.157, paaH	3
00650	Butanoate metabolism	67	45	K00100	E1.1.1.-	2
00650	Butanoate metabolism	67	45	K00114	E1.1.99.8	3
00650	Butanoate metabolism	67	45	K00128	E1.2.1.3	17
00650	Butanoate metabolism	67	45	K00135	E1.2.1.16, gabD	4
00650	Butanoate metabolism	67	45	K00139	E1.2.1.24	2
00650	Butanoate metabolism	67	45	K00161	PDHA	20
00650	Butanoate metabolism	67	45	K00162	PDHB	29
00650	Butanoate metabolism	67	45	K00163	aceE	22
00650	Butanoate metabolism	67	45	K00170	porB	16
00650	Butanoate metabolism	67	45	K00171	porD	25
00650	Butanoate metabolism	67	45	K00172	porG	13
00650	Butanoate metabolism	67	45	K00239	sdhA	5
00650	Butanoate metabolism	67	45	K00240	sdhB	26
00650	Butanoate metabolism	67	45	K00241	sdhC	3
00650	Butanoate metabolism	67	45	K00242	sdhD	2
00650	Butanoate metabolism	67	45	K00244	frdA	7
00650	Butanoate metabolism	67	45	K00245	frdB	21
00650	Butanoate metabolism	67	45	K00246	frdC	11
00650	Butanoate metabolism	67	45	K00248	E1.3.99.2, bcd	30
00650	Butanoate metabolism	67	45	K00626	E2.3.1.9, atoB	20
00650	Butanoate metabolism	67	45	K00634	E2.3.1.19, ptb	4
00650	Butanoate metabolism	67	45	K00929	E2.7.2.7, buk	3
00650	Butanoate metabolism	67	45	K01028	E2.8.3.5A, scoA	2
00650	Butanoate metabolism	67	45	K01029	E2.8.3.5B, scoB	4
00650	Butanoate metabolism	67	45	K01034	atoD	1
00650	Butanoate metabolism	67	45	K01035	atoA	1
00650	Butanoate metabolism	67	45	K01039	E2.8.3.12A, gctA	1
00650	Butanoate metabolism	67	45	K01640	E4.1.3.4, hmgL	2
00650	Butanoate metabolism	67	45	K01652	E2.2.1.6L, ilvB, ilvG, ilvI	47
00650	Butanoate metabolism	67	45	K01653	E2.2.1.6S, ilvH, ilvN	6
00650	Butanoate metabolism	67	45	K01692	E4.2.1.17, paaG	36
00650	Butanoate metabolism	67	45	K01715	E4.2.1.55, crt	7
00650	Butanoate metabolism	67	45	K01782	E5.1.2.3	35
00650	Butanoate metabolism	67	45	K01896	E6.2.1.2	2
00650	Butanoate metabolism	67	45	K03366	E1.1.1.5	8
00650	Butanoate metabolism	67	45	K03821	PHBC, phaC	1
00650	Butanoate metabolism	67	45	K07511	ECHS1	16
00650	Butanoate metabolism	67	45	K07514	EHHADH1	35
00650	Butanoate metabolism	67	45	K07515	HADHA1	35
00650	Butanoate metabolism	67	45	K07516	EHHADH2	35
00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation	8	2	K00206	E1.2.-.-	1
00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation	8	2	K00465	E1.13.11.-	5
01040	Biosynthesis of unsaturated fatty acids	27	9	K00059	E1.1.1.100, fabG	8
01040	Biosynthesis of unsaturated fatty acids	27	9	K00232	E1.3.3.6, ACOX1, ACOX3	15
01040	Biosynthesis of unsaturated fatty acids	27	9	K00507	SCD	1
01040	Biosynthesis of unsaturated fatty acids	27	9	K07513	ACAA1	16
01040	Biosynthesis of unsaturated fatty acids	27	9	K07515	HADHA1	35
01040	Biosynthesis of unsaturated fatty acids	27	9	K10255	FAD6, desA	2
01040	Biosynthesis of unsaturated fatty acids	27	9	K10257	FAD8, desB	1
01040	Biosynthesis of unsaturated fatty acids	27	9	K10804	TESA	3
01040	Biosynthesis of unsaturated fatty acids	27	9	K10805	TESB	2
05014	Amyotrophic lateral sclerosis (ALS)	43	5	K00491	E1.14.13.39, nos	2
05014	Amyotrophic lateral sclerosis (ALS)	43	5	K03781	katE, CAT	1
05014	Amyotrophic lateral sclerosis (ALS)	43	5	K04426	MAP3K5, ASK1	3
05014	Amyotrophic lateral sclerosis (ALS)	43	5	K04565	E1.15.1.1C, sodC, SOD1	4
05014	Amyotrophic lateral sclerosis (ALS)	43	5	K08738	CYC	2
00780	Biotin metabolism	11	2	K00652	E2.3.1.47, bioF	1
00780	Biotin metabolism	11	2	K01423	E3.4.-.-	2
00785	Lipoic acid metabolism	4	3	K03644	LIPA	2
00785	Lipoic acid metabolism	4	3	K03800	LPLA	2
00785	Lipoic acid metabolism	4	3	K03801	LIPB	3
00641	3-Chloroacrylic acid degradation	4	3	K00001	E1.1.1.1, adh	22
00641	3-Chloroacrylic acid degradation	4	3	K00128	E1.2.1.3	17
00641	3-Chloroacrylic acid degradation	4	3	K01563	E3.8.1.5, dhaA	1
04080	Neuroactive ligand-receptor interaction	297	1	K05770	BZRP	1
00680	Methane metabolism	49	28	K00114	E1.1.99.8	3
00680	Methane metabolism	49	28	K00121	E1.1.1.284	7
00680	Methane metabolism	49	28	K00122	E1.2.1.2	36
00680	Methane metabolism	49	28	K00123	E1.2.1.2A	29
00680	Methane metabolism	49	28	K00124	E1.2.1.2B1	32
00680	Methane metabolism	49	28	K00125	E1.2.1.2B2	22
00680	Methane metabolism	49	28	K00127	E1.2.1.2G	1
00680	Methane metabolism	49	28	K00192	E1.2.99.2A, cdhA	3
00680	Methane metabolism	49	28	K00197	E1.2.99.2G, cdhE	1
00680	Methane metabolism	49	28	K00297	E1.5.1.20, metF	1
00680	Methane metabolism	49	28	K00430	E1.11.1.7	9
00680	Methane metabolism	49	28	K00436	E1.12.1.2	24
00680	Methane metabolism	49	28	K00492	E1.14.13.-	10
00680	Methane metabolism	49	28	K00532	E1.12.7.2	16
00680	Methane metabolism	49	28	K00533	E1.12.7.2L	20
00680	Methane metabolism	49	28	K00600	E2.1.2.1, glyA	2
00680	Methane metabolism	49	28	K01070	E3.1.2.12	2
00680	Methane metabolism	49	28	K03396	E4.4.1.22	1
00680	Methane metabolism	49	28	K03518	E1.2.99.2S, coxS	14
00680	Methane metabolism	49	28	K03519	E1.2.99.2M, cutM, coxM	6
00680	Methane metabolism	49	28	K03520	E1.2.99.2L, cutL, coxL	6
00680	Methane metabolism	49	28	K03781	katE, CAT	1
00680	Methane metabolism	49	28	K03782	KATG	1
00680	Methane metabolism	49	28	K05299	E1.2.1.43	7
00680	Methane metabolism	49	28	K08348	E1.2.1.2NA, fdnG	7
00680	Methane metabolism	49	28	K08349	E1.2.1.2NB, fdnH	15
00680	Methane metabolism	49	28	K08350	E1.2.1.2NG, fdnI	1
00680	Methane metabolism	49	28	K08685	E1.4.99.3	1
00471	D-Glutamine and D-glutamate metabolism	6	5	K00261	E1.4.1.3	9
00471	D-Glutamine and D-glutamate metabolism	6	5	K01425	E3.5.1.2, glsA	2
00471	D-Glutamine and D-glutamate metabolism	6	5	K01776	E5.1.1.3, murI	33
00471	D-Glutamine and D-glutamate metabolism	6	5	K01924	E6.3.2.8, murC	13
00471	D-Glutamine and D-glutamate metabolism	6	5	K01925	E6.3.2.9, murD	18
04115	p53 signaling pathway	57	3	K06641	CHK2	3
04115	p53 signaling pathway	57	3	K08738	CYC	2
04115	p53 signaling pathway	57	3	K10133	TP53I3	2
04011	MAPK signaling pathway - yeast	39	3	K01759	E4.4.1.5, GLO1, gloA	17
04011	MAPK signaling pathway - yeast	39	3	K11228	STE11	16
04011	MAPK signaling pathway - yeast	39	3	K11231	SLN1	164
00252	Alanine and aspartate metabolism	45	30	K00161	PDHA	20
00252	Alanine and aspartate metabolism	45	30	K00162	PDHB	29
00252	Alanine and aspartate metabolism	45	30	K00163	aceE	22
00252	Alanine and aspartate metabolism	45	30	K00278	E1.4.3.16, nadB	7
00252	Alanine and aspartate metabolism	45	30	K00382	DLD, lpd, pdhD	42
00252	Alanine and aspartate metabolism	45	30	K00609	E2.1.3.2C, pyrB	31
00252	Alanine and aspartate metabolism	45	30	K00610	E2.1.3.2R, pyrI	8
00252	Alanine and aspartate metabolism	45	30	K00627	DLAT, aceF, pdhC	5
00252	Alanine and aspartate metabolism	45	30	K00812	E2.6.1.1A, aspB	6
00252	Alanine and aspartate metabolism	45	30	K00813	E2.6.1.1B, aspC	1
00252	Alanine and aspartate metabolism	45	30	K00822	E2.6.1.18	1
00252	Alanine and aspartate metabolism	45	30	K01270	E3.4.13.3, pepD	2
00252	Alanine and aspartate metabolism	45	30	K01424	E3.5.1.1, ansA, ansB	2
00252	Alanine and aspartate metabolism	45	30	K01579	E4.1.1.11, panD	2
00252	Alanine and aspartate metabolism	45	30	K01744	E4.3.1.1, aspA	19
00252	Alanine and aspartate metabolism	45	30	K01755	E4.3.2.1, argH	11
00252	Alanine and aspartate metabolism	45	30	K01756	E4.3.2.2, purB	21
00252	Alanine and aspartate metabolism	45	30	K01775	E5.1.1.1, alr	2
00252	Alanine and aspartate metabolism	45	30	K01779	E5.1.1.13	36
00252	Alanine and aspartate metabolism	45	30	K01872	E6.1.1.7, alaS	3
00252	Alanine and aspartate metabolism	45	30	K01876	E6.1.1.12, aspS	3
00252	Alanine and aspartate metabolism	45	30	K01893	E6.1.1.22, asnS	2
00252	Alanine and aspartate metabolism	45	30	K01939	E6.3.4.4, purA	7
00252	Alanine and aspartate metabolism	45	30	K01940	E6.3.4.5, argG	12
00252	Alanine and aspartate metabolism	45	30	K01953	E6.3.5.4, asnB	1
00252	Alanine and aspartate metabolism	45	30	K01959	E6.4.1.1A, pycA	24
00252	Alanine and aspartate metabolism	45	30	K01960	E6.4.1.1B, pycB	20
00252	Alanine and aspartate metabolism	45	30	K02433	GATA	7
00252	Alanine and aspartate metabolism	45	30	K02434	GATB	3
00252	Alanine and aspartate metabolism	45	30	K02435	GATC	3
00251	Glutamate metabolism	47	32	K00135	E1.2.1.16, gabD	4
00251	Glutamate metabolism	47	32	K00139	E1.2.1.24	2
00251	Glutamate metabolism	47	32	K00260	E1.4.1.2	5
00251	Glutamate metabolism	47	32	K00261	E1.4.1.3	9
00251	Glutamate metabolism	47	32	K00262	E1.4.1.4, gdhA	6
00251	Glutamate metabolism	47	32	K00264	E1.4.1.13	11
00251	Glutamate metabolism	47	32	K00265	gltB	24
00251	Glutamate metabolism	47	32	K00266	gltD	31
00251	Glutamate metabolism	47	32	K00294	E1.5.1.12, putA	22
00251	Glutamate metabolism	47	32	K00383	E1.8.1.7, GSR, gor	20
00251	Glutamate metabolism	47	32	K00764	E2.4.2.14, purF	4
00251	Glutamate metabolism	47	32	K00812	E2.6.1.1A, aspB	6
00251	Glutamate metabolism	47	32	K00813	E2.6.1.1B, aspC	1
00251	Glutamate metabolism	47	32	K00820	E2.6.1.16, glmS	8
00251	Glutamate metabolism	47	32	K00926	E2.7.2.2, arcC	1
00251	Glutamate metabolism	47	32	K01425	E3.5.1.2, glsA	2
00251	Glutamate metabolism	47	32	K01583	E4.1.1.19	4
00251	Glutamate metabolism	47	32	K01585	E4.1.1.19S, speA	4
00251	Glutamate metabolism	47	32	K01776	E5.1.1.3, murI	33
00251	Glutamate metabolism	47	32	K01885	E6.1.1.17, gltX	4
00251	Glutamate metabolism	47	32	K01886	E6.1.1.18, glnS	2
00251	Glutamate metabolism	47	32	K01915	E6.3.1.2, glnA	7
00251	Glutamate metabolism	47	32	K01919	GSHA	1
00251	Glutamate metabolism	47	32	K01920	E6.3.2.3, gshB	1
00251	Glutamate metabolism	47	32	K01948	E6.3.4.16, CPS1	3
00251	Glutamate metabolism	47	32	K01950	E6.3.5.1, nadE	1
00251	Glutamate metabolism	47	32	K01951	E6.3.5.2, guaA	12
00251	Glutamate metabolism	47	32	K01955	E6.3.5.5L, carB	42
00251	Glutamate metabolism	47	32	K01956	E6.3.5.5S, carA	31
00251	Glutamate metabolism	47	32	K02433	GATA	7
00251	Glutamate metabolism	47	32	K02434	GATB	3
00251	Glutamate metabolism	47	32	K02435	GATC	3
00072	Synthesis and degradation of ketone bodies	7	5	K00019	E1.1.1.30, bdh	2
00072	Synthesis and degradation of ketone bodies	7	5	K00626	E2.3.1.9, atoB	20
00072	Synthesis and degradation of ketone bodies	7	5	K01028	E2.8.3.5A, scoA	2
00072	Synthesis and degradation of ketone bodies	7	5	K01029	E2.8.3.5B, scoB	4
00072	Synthesis and degradation of ketone bodies	7	5	K01640	E4.1.3.4, hmgL	2
03010	Ribosome	147	48	K02863	RP-L1, rplA	2
03010	Ribosome	147	48	K02864	RP-L10, rplJ	1
03010	Ribosome	147	48	K02867	RP-L11, rplK	2
03010	Ribosome	147	48	K02871	RP-L13, rplM	3
03010	Ribosome	147	48	K02874	RP-L14, rplN	1
03010	Ribosome	147	48	K02876	RP-L15, rplO	2
03010	Ribosome	147	48	K02878	RP-L16, rplP	1
03010	Ribosome	147	48	K02879	RP-L17, rplQ	2
03010	Ribosome	147	48	K02881	RP-L18, rplR	2
03010	Ribosome	147	48	K02884	RP-L19, rplS	3
03010	Ribosome	147	48	K02886	RP-L2, rplB	1
03010	Ribosome	147	48	K02887	RP-L20, rplT	5
03010	Ribosome	147	48	K02888	RP-L21, rplU	4
03010	Ribosome	147	48	K02890	RP-L22, rplV	1
03010	Ribosome	147	48	K02892	RP-L23, rplW	1
03010	Ribosome	147	48	K02895	RP-L24, rplX	2
03010	Ribosome	147	48	K02897	RP-L25, rplY	5
03010	Ribosome	147	48	K02899	RP-L27, rpmA	4
03010	Ribosome	147	48	K02902	RP-L28, rpmB	1
03010	Ribosome	147	48	K02904	RP-L29, rpmC	1
03010	Ribosome	147	48	K02906	RP-L3, rplC	1
03010	Ribosome	147	48	K02907	RP-L30, rpmD	1
03010	Ribosome	147	48	K02909	RP-L31, rpmE	3
03010	Ribosome	147	48	K02911	RP-L32, rpmF	2
03010	Ribosome	147	48	K02916	RP-L35, rpmI	5
03010	Ribosome	147	48	K02926	RP-L4, rplD	1
03010	Ribosome	147	48	K02931	RP-L5, rplE	2
03010	Ribosome	147	48	K02933	RP-L6, rplF	2
03010	Ribosome	147	48	K02935	RP-L7, rplL	1
03010	Ribosome	147	48	K02939	RP-L9, rplI	2
03010	Ribosome	147	48	K02945	RP-S1, rpsA	5
03010	Ribosome	147	48	K02948	RP-S11, rpsK	2
03010	Ribosome	147	48	K02952	RP-S13, rpsM	3
03010	Ribosome	147	48	K02954	RP-S14, rpsN	2
03010	Ribosome	147	48	K02956	RP-S15, rpsO	4
03010	Ribosome	147	48	K02959	RP-S16, rpsP	3
03010	Ribosome	147	48	K02961	RP-S17, rpsQ	1
03010	Ribosome	147	48	K02963	RP-S18, rpsR	2
03010	Ribosome	147	48	K02965	RP-S19, rpsS	1
03010	Ribosome	147	48	K02967	RP-S2, rpsB	3
03010	Ribosome	147	48	K02968	RP-S20, rpsT	5
03010	Ribosome	147	48	K02970	RP-S21, rpsU	1
03010	Ribosome	147	48	K02982	RP-S3, rpsC	1
03010	Ribosome	147	48	K02986	RP-S4, rpsD	4
03010	Ribosome	147	48	K02988	RP-S5, rpsE	2
03010	Ribosome	147	48	K02990	RP-S6, rpsF	1
03010	Ribosome	147	48	K02994	RP-S8, rpsH	2
03010	Ribosome	147	48	K02996	RP-S9, rpsI	3
00280	Valine, leucine and isoleucine degradation	51	43	K00020	E1.1.1.31, mmsB	6
00280	Valine, leucine and isoleucine degradation	51	43	K00022	E1.1.1.35, fadB	50
00280	Valine, leucine and isoleucine degradation	51	43	K00128	E1.2.1.3	17
00280	Valine, leucine and isoleucine degradation	51	43	K00140	E1.2.1.27, mmsA, iolA	1
00280	Valine, leucine and isoleucine degradation	51	43	K00157	E1.2.3.1, AOX1	6
00280	Valine, leucine and isoleucine degradation	51	43	K00166	E1.2.4.4A, bkdA1	11
00280	Valine, leucine and isoleucine degradation	51	43	K00167	E1.2.4.4B, bkdA2	11
00280	Valine, leucine and isoleucine degradation	51	43	K00186	vorA	1
00280	Valine, leucine and isoleucine degradation	51	43	K00248	E1.3.99.2, bcd	30
00280	Valine, leucine and isoleucine degradation	51	43	K00249	E1.3.99.3, ACADM, acd	33
00280	Valine, leucine and isoleucine degradation	51	43	K00253	E1.3.99.10, ivd	29
00280	Valine, leucine and isoleucine degradation	51	43	K00263	E1.4.1.9	12
00280	Valine, leucine and isoleucine degradation	51	43	K00382	DLD, lpd, pdhD	42
00280	Valine, leucine and isoleucine degradation	51	43	K00626	E2.3.1.9, atoB	20
00280	Valine, leucine and isoleucine degradation	51	43	K00632	E2.3.1.16, fadA	16
00280	Valine, leucine and isoleucine degradation	51	43	K00822	E2.6.1.18	1
00280	Valine, leucine and isoleucine degradation	51	43	K00826	E2.6.1.42, ilvE	10
00280	Valine, leucine and isoleucine degradation	51	43	K01028	E2.8.3.5A, scoA	2
00280	Valine, leucine and isoleucine degradation	51	43	K01029	E2.8.3.5B, scoB	4
00280	Valine, leucine and isoleucine degradation	51	43	K01640	E4.1.3.4, hmgL	2
00280	Valine, leucine and isoleucine degradation	51	43	K01692	E4.2.1.17, paaG	36
00280	Valine, leucine and isoleucine degradation	51	43	K01847	E5.4.99.2	6
00280	Valine, leucine and isoleucine degradation	51	43	K01848	E5.4.99.2A, mcmA1	6
00280	Valine, leucine and isoleucine degradation	51	43	K01849	E5.4.99.2B, mcmA2	6
00280	Valine, leucine and isoleucine degradation	51	43	K01964	E6.4.1.3	13
00280	Valine, leucine and isoleucine degradation	51	43	K01965	E6.4.1.3A, pccA	20
00280	Valine, leucine and isoleucine degradation	51	43	K01966	E6.4.1.3B, pccB	18
00280	Valine, leucine and isoleucine degradation	51	43	K01968	E6.4.1.4A	16
00280	Valine, leucine and isoleucine degradation	51	43	K01969	E6.4.1.4B	3
00280	Valine, leucine and isoleucine degradation	51	43	K05605	E3.1.2.4	1
00280	Valine, leucine and isoleucine degradation	51	43	K05606	E5.1.99.1	1
00280	Valine, leucine and isoleucine degradation	51	43	K07508	ACAA2	15
00280	Valine, leucine and isoleucine degradation	51	43	K07509	HADHB	16
00280	Valine, leucine and isoleucine degradation	51	43	K07511	ECHS1	16
00280	Valine, leucine and isoleucine degradation	51	43	K07513	ACAA1	16
00280	Valine, leucine and isoleucine degradation	51	43	K07514	EHHADH1	35
00280	Valine, leucine and isoleucine degradation	51	43	K07515	HADHA1	35
00280	Valine, leucine and isoleucine degradation	51	43	K07516	EHHADH2	35
00280	Valine, leucine and isoleucine degradation	51	43	K08683	E1.1.1.178	5
00280	Valine, leucine and isoleucine degradation	51	43	K09478	ACADSB	17
00280	Valine, leucine and isoleucine degradation	51	43	K09699	E2.3.1.168, bkdB	12
00280	Valine, leucine and isoleucine degradation	51	43	K11381	E1.2.4.4C, bkdA	31
00280	Valine, leucine and isoleucine degradation	51	43	K11410	acdH	17
00550	Peptidoglycan biosynthesis	21	19	K00824	E2.6.1.21, dat	2
00550	Peptidoglycan biosynthesis	21	19	K01000	E2.7.8.13, mraY	6
00550	Peptidoglycan biosynthesis	21	19	K01446	E3.5.1.28	8
00550	Peptidoglycan biosynthesis	21	19	K01447	E3.5.1.28A, cwlA, xlyA, xlyB	14
00550	Peptidoglycan biosynthesis	21	19	K01448	E3.5.1.28B, amiA, amiB, amiC	49
00550	Peptidoglycan biosynthesis	21	19	K01449	E3.5.1.28C, cwlJ, sleB	12
00550	Peptidoglycan biosynthesis	21	19	K01915	E6.3.1.2, glnA	7
00550	Peptidoglycan biosynthesis	21	19	K01921	E6.3.2.4, ddlA	8
00550	Peptidoglycan biosynthesis	21	19	K01924	E6.3.2.8, murC	13
00550	Peptidoglycan biosynthesis	21	19	K01925	E6.3.2.9, murD	18
00550	Peptidoglycan biosynthesis	21	19	K01928	E6.3.2.13, murE	19
00550	Peptidoglycan biosynthesis	21	19	K01929	E6.3.2.10, murF	13
00550	Peptidoglycan biosynthesis	21	19	K02563	MURG	5
00550	Peptidoglycan biosynthesis	21	19	K03587	FTSI	20
00550	Peptidoglycan biosynthesis	21	19	K05362	E6.3.2.7	3
00550	Peptidoglycan biosynthesis	21	19	K05364	E2.4.1.129	15
00550	Peptidoglycan biosynthesis	21	19	K05365	MRCB	7
00550	Peptidoglycan biosynthesis	21	19	K06153	E3.6.1.27, bacA	8
00550	Peptidoglycan biosynthesis	21	19	K11066	E3.5.1.28D, amiD	4
00281	Geraniol degradation	14	13	K00022	E1.1.1.35, fadB	50
00281	Geraniol degradation	14	13	K00155	E1.2.1.-	12
00281	Geraniol degradation	14	13	K00632	E2.3.1.16, fadA	16
00281	Geraniol degradation	14	13	K01041	E2.8.3.-	2
00281	Geraniol degradation	14	13	K01692	E4.2.1.17, paaG	36
00281	Geraniol degradation	14	13	K01913	E6.2.1.-	11
00281	Geraniol degradation	14	13	K07508	ACAA2	15
00281	Geraniol degradation	14	13	K07509	HADHB	16
00281	Geraniol degradation	14	13	K07511	ECHS1	16
00281	Geraniol degradation	14	13	K07513	ACAA1	16
00281	Geraniol degradation	14	13	K07514	EHHADH1	35
00281	Geraniol degradation	14	13	K07515	HADHA1	35
00281	Geraniol degradation	14	13	K07516	EHHADH2	35
00710	Carbon fixation in photosynthetic organisms	34	18	K00025	E1.1.1.37A	6
00710	Carbon fixation in photosynthetic organisms	34	18	K00026	E1.1.1.37B, mdh	6
00710	Carbon fixation in photosynthetic organisms	34	18	K00029	E1.1.1.40, maeB	3
00710	Carbon fixation in photosynthetic organisms	34	18	K00615	E2.2.1.1, tktA, tktB	20
00710	Carbon fixation in photosynthetic organisms	34	18	K00812	E2.6.1.1A, aspB	6
00710	Carbon fixation in photosynthetic organisms	34	18	K00813	E2.6.1.1B, aspC	1
00710	Carbon fixation in photosynthetic organisms	34	18	K00873	PK, pyk	99
00710	Carbon fixation in photosynthetic organisms	34	18	K00927	PGK	7
00710	Carbon fixation in photosynthetic organisms	34	18	K01006	E2.7.9.1, ppdK	8
00710	Carbon fixation in photosynthetic organisms	34	18	K01595	E4.1.1.31, ppc	1
00710	Carbon fixation in photosynthetic organisms	34	18	K01623	ALDO, fbaB	3
00710	Carbon fixation in photosynthetic organisms	34	18	K01624	FBA, fbaA	2
00710	Carbon fixation in photosynthetic organisms	34	18	K01783	E5.1.3.1, rpe	3
00710	Carbon fixation in photosynthetic organisms	34	18	K01803	TPI, tpiA	5
00710	Carbon fixation in photosynthetic organisms	34	18	K01807	E5.3.1.6A, rpiA	1
00710	Carbon fixation in photosynthetic organisms	34	18	K02446	glpX	1
00710	Carbon fixation in photosynthetic organisms	34	18	K03841	FBP	2
00710	Carbon fixation in photosynthetic organisms	34	18	K11532	glpX-SEBP	1
00640	Propanoate metabolism	59	41	K00016	LDH	7
00640	Propanoate metabolism	59	41	K00114	E1.1.99.8	3
00640	Propanoate metabolism	59	41	K00128	E1.2.1.3	17
00640	Propanoate metabolism	59	41	K00140	E1.2.1.27, mmsA, iolA	1
00640	Propanoate metabolism	59	41	K00170	porB	16
00640	Propanoate metabolism	59	41	K00171	porD	25
00640	Propanoate metabolism	59	41	K00172	porG	13
00640	Propanoate metabolism	59	41	K00249	E1.3.99.3, ACADM, acd	33
00640	Propanoate metabolism	59	41	K00625	E2.3.1.8, pta	6
00640	Propanoate metabolism	59	41	K00626	E2.3.1.9, atoB	20
00640	Propanoate metabolism	59	41	K00822	E2.6.1.18	1
00640	Propanoate metabolism	59	41	K00925	E2.7.2.1, ackA	4
00640	Propanoate metabolism	59	41	K01034	atoD	1
00640	Propanoate metabolism	59	41	K01035	atoA	1
00640	Propanoate metabolism	59	41	K01659	E2.3.3.5, prpC	1
00640	Propanoate metabolism	59	41	K01692	E4.2.1.17, paaG	36
00640	Propanoate metabolism	59	41	K01720	E4.2.1.79, prpD	1
00640	Propanoate metabolism	59	41	K01847	E5.4.99.2	6
00640	Propanoate metabolism	59	41	K01848	E5.4.99.2A, mcmA1	6
00640	Propanoate metabolism	59	41	K01849	E5.4.99.2B, mcmA2	6
00640	Propanoate metabolism	59	41	K01895	E6.2.1.1, acs	30
00640	Propanoate metabolism	59	41	K01899	LSC1	3
00640	Propanoate metabolism	59	41	K01900	LSC2	3
00640	Propanoate metabolism	59	41	K01902	sucD	3
00640	Propanoate metabolism	59	41	K01903	sucC	3
00640	Propanoate metabolism	59	41	K01905	E6.2.1.13	2
00640	Propanoate metabolism	59	41	K01913	E6.2.1.-	11
00640	Propanoate metabolism	59	41	K01961	ACCC	4
00640	Propanoate metabolism	59	41	K01962	ACCA	5
00640	Propanoate metabolism	59	41	K01963	ACCD	10
00640	Propanoate metabolism	59	41	K01964	E6.4.1.3	13
00640	Propanoate metabolism	59	41	K01965	E6.4.1.3A, pccA	20
00640	Propanoate metabolism	59	41	K01966	E6.4.1.3B, pccB	18
00640	Propanoate metabolism	59	41	K02160	ACCB, bccP	2
00640	Propanoate metabolism	59	41	K03416	E2.1.3.1	18
00640	Propanoate metabolism	59	41	K03417	E4.1.3.30, prpB	1
00640	Propanoate metabolism	59	41	K05605	E3.1.2.4	1
00640	Propanoate metabolism	59	41	K05606	E5.1.99.1	1
00640	Propanoate metabolism	59	41	K07511	ECHS1	16
00640	Propanoate metabolism	59	41	K07514	EHHADH1	35
00640	Propanoate metabolism	59	41	K07515	HADHA1	35
04150	mTOR signaling pathway	30	3	K03259	eIF-4E, EIF4E	1
04150	mTOR signaling pathway	30	3	K04373	RPS6KA, RSK2	19
04150	mTOR signaling pathway	30	3	K04688	RPS6KB	19
01030	Glycan structures - biosynthesis 1	105	7	K00710	GALNT	8
01030	Glycan structures - biosynthesis 1	105	7	K00728	POMT	1
01030	Glycan structures - biosynthesis 1	105	7	K00733	B4GALT7	9
01030	Glycan structures - biosynthesis 1	105	7	K03844	ALG11	17
01030	Glycan structures - biosynthesis 1	105	7	K07432	ALG13	2
01030	Glycan structures - biosynthesis 1	105	7	K07441	ALG14	2
01030	Glycan structures - biosynthesis 1	105	7	K09667	OGT	15
00051	Fructose and mannose metabolism	50	21	K00066	algD	3
00051	Fructose and mannose metabolism	50	21	K00100	E1.1.1.-	2
00051	Fructose and mannose metabolism	50	21	K00847	E2.7.1.4, scrK	3
00051	Fructose and mannose metabolism	50	21	K00848	E2.7.1.5, rhaB	5
00051	Fructose and mannose metabolism	50	21	K00850	PFK	2
00051	Fructose and mannose metabolism	50	21	K00882	E2.7.1.56, fruK	1
00051	Fructose and mannose metabolism	50	21	K00895	E2.7.1.90, pfk	2
00051	Fructose and mannose metabolism	50	21	K00966	E2.7.7.13	25
00051	Fructose and mannose metabolism	50	21	K00971	E2.7.7.22, manC	10
00051	Fructose and mannose metabolism	50	21	K01103	E3.1.3.46	2
00051	Fructose and mannose metabolism	50	21	K01623	ALDO, fbaB	3
00051	Fructose and mannose metabolism	50	21	K01624	FBA, fbaA	2
00051	Fructose and mannose metabolism	50	21	K01711	E4.2.1.47, gmd	11
