#accession	name	isology	mainrole	subrole	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	description
TIGR00421	ubiX_pad	subfamily	Unknown function	Enzymes of unknown specificity	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
TIGR00422	valS	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6323.89	0.02	1501.81	0.02	1922.91	0.02	1018.22	0.02	1880.94	0.02	0	0	0	0	valine--tRNA ligase
TIGR00423	TIGR00423	subfamily	Hypothetical proteins	Conserved	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.02	0.03	0.02	0.03	radical SAM domain protein, CofH subfamily
TIGR00430	Q_tRNA_tgt	equivalog	Protein synthesis	tRNA and rRNA base modification	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.00	0.00	0.00	tRNA-guanine transglycosylase
TIGR00431	TruB	equivalog	Protein synthesis	tRNA and rRNA base modification	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	tRNA pseudouridine(55) synthase
TIGR00433	bioB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Biotin	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0.01	0.01	0.01	0.01	biotin synthase
TIGR00434	cysH	subfamily	Central intermediary metabolism	Sulfur metabolism	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	phosophoadenylyl-sulfate reductase
TIGR00435	cysS	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6461.88	0.02	1533.66	0.02	1979.89	0.02	1031.40	0.02	1916.93	0.02	0	0	0	0	cysteine--tRNA ligase
TIGR00442	hisS	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0	0	0	0	histidine--tRNA ligase
TIGR00443	hisZ_biosyn_reg	equivalog	Amino acid biosynthesis	Histidine family	1	0.02	6343.85	0.02	1498.40	0.02	1918.96	0.02	1037.37	0.02	1889.12	0.02	0	0	0	0	ATP phosphoribosyltransferase, regulatory subunit
TIGR00444	mazG	subfamily	Unknown function	General	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0.02	0.01	0.02	0.01	MazG family protein
TIGR00445	mraY	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00447	pth	equivalog	Protein synthesis	Other	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	aminoacyl-tRNA hydrolase
TIGR00453	ispD	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	5998.42	0.02	1401.39	0.02	1621.73	0.02	1347.26	0.03	1628.04	0.02	0	0	0	0	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TIGR00455	apsK	equivalog_domain	Central intermediary metabolism	Sulfur metabolism	1	0.02	6226.02	0.02	1464.95	0.02	1925.15	0.02	983.52	0.02	1852.41	0.02	0	0	0	0	adenylyl-sulfate kinase
TIGR00456	argS	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.00	0.00	0.00	0.00	arginine--tRNA ligase
TIGR00457	asnS	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	asparagine--tRNA ligase
TIGR00459	aspS_bact	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6816.53	0.02	1618.60	0.02	2101.41	0.02	1105.73	0.02	1990.79	0.02	0.00	0	0.00	0.00	aspartate--tRNA ligase
TIGR00460	fmt	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	methionyl-tRNA formyltransferase
TIGR00461	gcvP	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0	0	0	0	glycine dehydrogenase
TIGR00464	gltX_bact	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6643.71	0.02	1560.37	0.02	2067.20	0.02	1055.41	0.02	1960.73	0.02	0.02	0.01	0.01	0.01	glutamate--tRNA ligase
TIGR00465	ilvC	equivalog	Amino acid biosynthesis	Pyruvate family	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	ketol-acid reductoisomerase
TIGR00467	lysS_arch	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	lysine--tRNA ligase
TIGR00468	pheS	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	5879.26	0.02	1388.42	0.02	1750.53	0.02	1038.55	0.02	1701.76	0.02	0	0.00	0	0.00	phenylalanine--tRNA ligase, alpha subunit
TIGR00472	pheT_bact	equivalog	Protein synthesis	tRNA aminoacylation	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0	0	0	0	phenylalanine--tRNA ligase, beta subunit
TIGR00478	tly	subfamily	Unknown function	General	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	TlyA family rRNA methyltransferase/putative hemolysin
TIGR00479	rumA	equivalog	Protein synthesis	tRNA and rRNA base modification	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	23S rRNA (uracil-5-)-methyltransferase RumA
TIGR00492	alr	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	alanine racemase
TIGR00493	clpP	equivalog	Protein fate	Degradation of proteins, peptides, and glycopeptides	2	0.05	13450.41	0.05	3179.39	0.05	4068.17	0.05	2274.63	0.05	3928.23	0.05	0	0	0	0	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
TIGR00496	frr	equivalog	Protein synthesis	Translation factors	1	0.02	6667.22	0.02	1562.82	0.02	2006.21	0.02	1137.22	0.02	1960.97	0.02	0	0	0	0	ribosome recycling factor
TIGR00500	met_pdase_I	equivalog	Protein fate	Protein modification and repair	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0.19	0.28	0.21	0.28	methionine aminopeptidase, type I
TIGR00505	ribA	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Riboflavin, FMN, and FAD	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	GTP cyclohydrolase II
TIGR00506	ribB	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Riboflavin, FMN, and FAD	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	3,4-dihydroxy-2-butanone-4-phosphate synthase
TIGR00507	aroE	equivalog_domain	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.01	0.01	0.01	0.01	shikimate dehydrogenase
TIGR00510	lipA	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Lipoate	2	0.05	12744.58	0.05	2996.13	0.05	4017.32	0.05	1933.33	0.04	3797.80	0.05	0	0	0	0	lipoyl synthase
TIGR00512	salvage_mtnA	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6615.35	0.02	1552.83	0.02	2030.94	0.02	1095.93	0.02	1935.65	0.02	0	0	0	0	S-methyl-5-thioribose-1-phosphate isomerase
TIGR00513	accA	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit
TIGR00514	accC	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	acetyl-CoA carboxylase, biotin carboxylase subunit
TIGR00515	accD	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6226.02	0.02	1464.95	0.02	1925.15	0.02	983.52	0.02	1852.41	0.02	0.03	0.02	0.02	0.02	acetyl-CoA carboxylase, carboxyl transferase, beta subunit
TIGR00517	acyl_carrier	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	acyl carrier protein
TIGR00518	alaDH	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0.01	0.01	0.01	0.01	alanine dehydrogenase
TIGR00521	coaBC_dfp	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	1	0.02	6349.50	0.02	1503.75	0.02	1966.54	0.02	999.05	0.02	1880.15	0.02	0.01	0.02	0	0.00	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
TIGR00525	folB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Folic acid	1	0.02	6562.68	0.02	1548.76	0.02	2089.93	0.02	969.20	0.02	1954.80	0.02	0	0	0	0	dihydroneopterin aldolase
TIGR00527	gcvH	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0	0	0	0	glycine cleavage system H protein
TIGR00528	gcvT	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6245.90	0.02	1460.96	0.02	1897.60	0.02	990.50	0.02	1896.84	0.02	0	0	0	0	glycine cleavage system T protein
TIGR00530	AGP_acyltrn	subfamily_domain	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0.02	0.02	0.01	0.01	1-acylglycerol-3-phosphate O-acyltransferases
TIGR00531	BCCP	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	acetyl-CoA carboxylase, biotin carboxyl carrier protein
TIGR00534	OpcA	equivalog	Protein fate	Protein folding and stabilization	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0.01	0.01	0.01	0.01	glucose-6-phosphate dehydrogenase assembly protein OpcA
TIGR00536	hemK_fam	subfamily	Protein fate	Protein modification and repair	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0	0	0	0	methyltransferase, HemK family
TIGR00538	hemN	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6691.63	0.02	1596.18	0.02	2076.68	0.02	1046.64	0.02	1972.13	0.02	0	0	0	0	oxygen-independent coproporphyrinogen III oxidase
TIGR00539	hemN_rel	hypoth_equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0.00	0	0	putative oxygen-independent coproporphyrinogen III oxidase
TIGR00543	isochor_syn	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	1	0.02	6365.02	0.02	1503.01	0.02	1910.37	0.02	1088.14	0.02	1863.50	0.02	0.07	0.07	0.05	0.06	isochorismate synthase
TIGR00544	lgt	equivalog	Protein fate	Protein modification and repair	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.04	0.04	0.05	0.04	prolipoprotein diacylglyceryl transferase
TIGR00546	lnt	equivalog	Protein fate	Protein modification and repair	1	0.02	6294.95	0.02	1478.05	0.02	1879.43	0.02	1114.52	0.02	1822.95	0.02	0.02	0.02	0.02	0.03	apolipoprotein N-acyltransferase
TIGR00550	nadA	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	quinolinate synthetase complex, A subunit
TIGR00551	nadB	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0	0	0	0	L-aspartate oxidase
TIGR00552	nadE	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	NAD+ synthetase
TIGR00557	pdxA	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridoxine	1	0.02	6277.36	0.02	1469.63	0.02	1899.67	0.02	1042.78	0.02	1865.28	0.02	0	0	0	0	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
TIGR00559	pdxJ	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridoxine	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0	0	0	0	pyridoxine 5'-phosphate synthase
TIGR00560	pgsA	equivalog	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0.01	0	0.01	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
TIGR00563	rsmB	equivalog	Protein synthesis	tRNA and rRNA base modification	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0.02	0.02	0.02	0.03	16S rRNA (cytosine(967)-C(5))-methyltransferase
TIGR00564	trpE_most	equivalog	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6770.44	0.02	1616.50	0.02	2047.11	0.02	1118.28	0.02	1988.54	0.02	0	0.00	0.00	0.00	anthranilate synthase component I
TIGR00566	trpG_papA	subfamily	UNKNOWN	UNKNOWN	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0.01	0.01	0.01	0.01	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
TIGR00571	dam	subfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6770.44	0.02	1616.50	0.02	2047.11	0.02	1118.28	0.02	1988.54	0.02	0	0	0	0	DNA adenine methylase
TIGR00575	dnlj	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	DNA ligase, NAD-dependent
TIGR00577	fpg	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	7382.23	0.03	1753.91	0.03	2030.09	0.02	1518.06	0.03	2080.18	0.03	0	0	0	0	DNA-formamidopyrimidine glycosylase
TIGR00580	mfd	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0	0	0	0	transcription-repair coupling factor
TIGR00581	moaC	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Molybdopterin	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	molybdenum cofactor biosynthesis protein C
TIGR00585	mutl	superfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0.00	0	0.00	DNA mismatch repair protein MutL
TIGR00586	mutt	subfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6277.36	0.02	1469.63	0.02	1899.67	0.02	1042.78	0.02	1865.28	0.02	0.14	0.09	0.17	0.11	mutator mutT protein
TIGR00593	pola	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0	0.00	DNA polymerase I
TIGR00594	polc	superfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.00	0.00	0.00	0.00	DNA polymerase III, alpha subunit
TIGR00595	priA	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0.00	0	0.01	primosomal protein N'
TIGR00608	radc	superfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0	0	0	0	DNA repair protein RadC
TIGR00611	recf	subfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0.00	0	0.00	0	DNA replication and repair protein RecF
TIGR00612	ispG_gcpE	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
TIGR00613	reco	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	DNA repair protein RecO
TIGR00614	recQ_fam	subfamily	DNA metabolism	DNA replication, recombination, and repair	3	0.07	19625.96	0.07	4653.16	0.07	6119.53	0.07	3051.01	0.07	5802.27	0.07	0.00	0.00	0.00	0.00	ATP-dependent DNA helicase, RecQ family
TIGR00619	sbcd	subfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0.18	0.11	0.23	0.15	exonuclease SbcCD, D subunit
TIGR00621	ssb	subfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.37	0.61	0.57	0.60	single-stranded DNA-binding protein
TIGR00630	uvra	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6457.71	0.02	1531.97	0.02	1934.38	0.02	1081.78	0.02	1909.58	0.02	0	0	0	0	excinuclease ABC subunit A
TIGR00631	uvrb	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0.00	0.00	excinuclease ABC subunit B
TIGR00634	recN	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0	0	0	0	DNA repair protein RecN
TIGR00635	ruvB	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6742.25	0.02	1604.07	0.02	1921.11	0.02	1283.15	0.03	1933.93	0.02	0.02	0.02	0.01	0.02	Holliday junction DNA helicase RuvB
TIGR00638	Mop	subfamily_domain	Transport and binding proteins	Anions	1	0.02	6532.60	0.02	1544.47	0.02	2064.91	0.02	1006.16	0.02	1917.06	0.02	0.00	0.00	0.00	0.00	molybdenum-pterin binding domain
TIGR00639	PurN	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6251.14	0.02	1458.98	0.02	1957.54	0.02	923.00	0.02	1911.62	0.02	0	0	0	0	phosphoribosylglycinamide formyltransferase
TIGR00643	recG	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6212.62	0.02	1460.35	0.02	1906.40	0.02	980.73	0.02	1865.14	0.02	0	0.00	0	0.00	ATP-dependent DNA helicase RecG
TIGR00644	recJ	equivalog	DNA metabolism	DNA replication, recombination, and repair	2	0.05	13187.14	0.05	3115.45	0.05	3982.97	0.05	2300.56	0.05	3788.14	0.05	0	0	0	0	single-stranded-DNA-specific exonuclease RecJ
TIGR00649	MG423	subfamily	Transcription	Degradation of RNA	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	beta-CASP ribonuclease, RNase J family
TIGR00652	DapF	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0.02	0.03	0.03	0.01	diaminopimelate epimerase
TIGR00653	GlnA	equivalog	Amino acid biosynthesis	Glutamate family	1	0.02	6720.30	0.02	1583.07	0.02	2109.94	0.02	1013.17	0.02	2014.12	0.02	0.00	0.01	0.00	0.01	glutamine synthetase, type I
TIGR00654	PhzF_family	subfamily	Cellular processes	Toxin production and resistance	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	phenazine biosynthesis protein, PhzF family
TIGR00655	PurU	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0.14	0.15	0.11	0.19	formyltetrahydrofolate deformylase
TIGR00656	asp_kin_monofn	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	aspartate kinase, monofunctional class
TIGR00658	orni_carb_tr	equivalog	Amino acid biosynthesis	Glutamate family	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0	0	0	0	ornithine carbamoyltransferase
TIGR00663	dnan	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	DNA polymerase III, beta subunit
TIGR00665	DnaB	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	replicative DNA helicase
TIGR00666	PBP4	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0.00	0.01	0	0.01	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
TIGR00667	aat	equivalog	Protein fate	Degradation of proteins, peptides, and glycopeptides	1	0.02	6461.88	0.02	1533.66	0.02	1979.89	0.02	1031.40	0.02	1916.93	0.02	0.01	0.07	0.01	0.03	leucyl/phenylalanyl-tRNA--protein transferase
TIGR00670	asp_carb_tr	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0.42	0.38	0.42	0.38	aspartate carbamoyltransferase
TIGR00671	baf	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0.03	0.02	0.00	0.01	pantothenate kinase, type III
TIGR00674	dapA	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	4-hydroxy-tetrahydrodipicolinate synthase
TIGR00675	dcm	superfamily	DNA metabolism	DNA replication, recombination, and repair	6	0.14	38838.13	0.14	9172.70	0.14	11852.65	0.14	6351.90	0.14	11460.88	0.14	0.03	0.04	0.04	0.02	DNA (cytosine-5-)-methyltransferase
TIGR00691	spoT_relA	subfamily	Cellular processes	Adaptations to atypical conditions	1	0.02	6491.86	0.02	1532.70	0.02	1959.32	0.02	1108.61	0.02	1891.23	0.02	0	0	0	0	RelA/SpoT family protein
TIGR00693	thiE	equivalog_domain	Biosynthesis of cofactors, prosthetic groups, and carriers	Thiamine	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0.01	0.01	0.00	0.01	thiamine-phosphate diphosphorylase
TIGR00696	wecG_tagA_cpsF	superfamily	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	1	0.02	6277.36	0.02	1469.63	0.02	1899.67	0.02	1042.78	0.02	1865.28	0.02	0.00	0.00	0	0.00	glycosyltransferase, WecB/TagA/CpsF family
TIGR00701	TIGR00701	hypoth_equivalog	Hypothetical proteins	Conserved	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	TIGR00701 family protein
TIGR00705	SppA_67K	equivalog	Protein fate	Degradation of proteins, peptides, and glycopeptides	1	0.02	6465.74	0.02	1520.93	0.02	1957.14	0.02	1065.73	0.02	1921.94	0.02	0	0	0	0	signal peptide peptidase SppA, 67K type
TIGR00706	SppA_dom	equivalog_domain	Protein fate	Degradation of proteins, peptides, and glycopeptides	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.00	0.00	0.01	0.01	signal peptide peptidase SppA, 36K type
TIGR00707	argD	subfamily	UNKNOWN	UNKNOWN	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0	0	0	0	transaminase, acetylornithine/succinylornithine family
TIGR00713	hemL	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	glutamate-1-semialdehyde-2,1-aminomutase
TIGR00715	precor6x_red	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6466.38	0.02	1514.72	0.02	2006.08	0.02	1006.32	0.02	1939.26	0.02	0	0	0	0	precorrin-6x reductase
TIGR00726	TIGR00726	hypoth_equivalog	Unknown function	General	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	YfiH family protein
TIGR00731	bL25_bact_ctc	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0.00	0.00	0	0.00	ribosomal protein bL25, Ctc-form
